ff_id,PAF,PAF_SE,city
1571,0.938,0.465,5
1572,-1.626,0.317,5
1573,0.997,0.501,5
1576,0.05,0.386,5
1577,0.396,0.404,5
1578,0.976,0.494,5
1579,0.891,0.478,5
1580,0.013,0.369,5
1582,0.358,0.384,5
1583,-1.349,0.319,5
1586,-1.355,0.325,5
1587,0.35,0.402,5
1588,1.56,0.606,5
1589,-0.535,0.333,5
1591,1.045,0.491,5
1592,1.56,0.606,5
1594,0.639,0.435,5
1596,-1.214,0.321,5
1597,-0.243,0.353,5
1598,-0.054,0.369,5
1599,0.902,0.479,5
1601,-0.134,0.352,5
1602,0.838,0.462,5
1604,-0.379,0.342,5
1605,-0.673,0.333,5
1606,-0.202,0.364,5
1607,0.938,0.465,5
1608,0.172,0.388,5
1609,0.585,0.429,5
1610,1.23,0.537,5
1611,0.569,0.419,5
1612,0.454,0.411,5
1614,0.616,0.442,5
1616,-1.094,0.321,5
1619,0.64,0.435,5
1620,-1.422,0.319,5
1622,-1.79,0.315,5
1623,-0.874,0.323,5
1624,1.23,0.537,5
1627,0.168,0.37,5
1629,0.605,0.433,5
1630,-0.893,0.328,5
1632,-0.439,0.332,5
1635,-0.648,0.338,5
1636,-1.879,0.31,5
1639,-0.841,0.326,5
1641,0.917,0.477,5
1642,0.478,0.408,5
1643,0.818,0.469,5
1644,1.56,0.606,5
1647,0.035,0.376,5
1649,-1.42,0.317,5
1650,0.554,0.421,5
1654,0.638,0.437,5
1655,-0.63,0.338,5
1656,1.235,0.54,5
1657,-0.706,0.336,5
1659,-0.932,0.327,5
1660,1.044,0.506,5
1661,-1.332,0.319,5
1664,-0.042,0.354,6
1666,-0.555,0.338,6
1667,0.083,0.385,6
1668,0.12,0.382,6
1670,-0.586,0.332,6
1671,0.284,0.385,6
1672,0.094,0.383,6
1675,1.56,0.606,6
1676,-0.166,0.354,6
1677,0.534,0.431,6
1680,-0.476,0.339,6
1682,0.038,0.379,6
1685,1.56,0.606,6
1686,1.56,0.606,6
1687,-0.686,0.335,6
1690,-1.635,0.314,6
1691,0.825,0.457,6
1692,1.56,0.606,6
1693,0.87,0.484,6
1694,-0.043,0.364,6
1697,0.799,0.457,6
1698,0.823,0.463,6
1699,0.102,0.375,6
1701,0.475,0.407,6
1702,0.889,0.476,6
1703,-0.44,0.341,6
1704,0.149,0.387,6
1706,-0.125,0.359,6
1708,1.235,0.54,6
1710,-0.639,0.334,6
1711,-0.689,0.33,6
1712,0.912,0.473,6
1713,-1.268,0.324,6
1714,-0.09,0.354,6
1715,-0.098,0.36,6
1716,0.525,0.43,6
1717,0.343,0.394,6
1719,-0.281,0.352,6
1720,0.416,0.406,6
1721,0.829,0.46,6
1722,-0.093,0.359,6
1723,0.469,0.409,6
1724,0.086,0.371,6
1725,0.04,0.379,6
1726,0.025,0.372,6
1727,-2.111,0.303,6
1728,0.214,0.384,6
1729,1.56,0.606,6
1730,1.235,0.54,6
1731,-0.486,0.34,6
1734,0.086,0.374,6
1735,-0.756,0.338,6
1736,0.124,0.38,6
1738,0.902,0.479,6
1739,-1.191,0.316,6
1741,0.512,0.429,6
1742,1.235,0.54,6
1744,0.186,0.393,6
1745,-1.464,0.316,6
1746,0.425,0.401,6
1748,-0.008,0.37,6
1749,0.9,0.477,6
1751,-1.661,0.304,6
1752,-0.318,0.351,6
1753,-0.971,0.326,6
1754,0.243,0.385,6
1755,-0.62,0.337,6
1756,-0.458,0.345,6
1758,0.277,0.403,6
1760,-0.156,0.368,6
1761,-0.474,0.342,6
1762,0.074,0.383,6
1764,-1.37,0.317,6
1765,0.976,0.494,6
1767,1.56,0.606,6
1769,0.103,0.37,6
1771,1.235,0.54,6
1772,-0.222,0.356,6
1773,0.515,0.415,6
1775,-1.188,0.321,6
1776,0.823,0.463,6
1777,0.435,0.412,6
1778,1.045,0.491,6
1779,-0.322,0.347,6
1780,0.523,0.413,6
1782,-0.749,0.338,6
1783,0.633,0.42,6
1784,-0.335,0.34,6
1785,-1.386,0.32,6
1786,-0.734,0.335,6
1788,-0.921,0.332,6
1789,-1.16,0.32,6
1790,0.018,0.362,6
1791,-0.671,0.334,6
1793,-0.028,0.371,6
1794,0.698,0.449,6
1795,1.512,0.609,6
1796,0.858,0.474,6
1797,0.7,0.451,6
1798,-1.631,0.314,6
1799,0.544,0.433,6
1801,0.244,0.402,6
1802,-0.256,0.354,6
1803,1.151,0.513,6
1804,0.135,0.383,6
1807,0.129,0.362,6
1808,-0.453,0.344,6
1809,1.235,0.54,6
1810,-0.589,0.336,6
1811,0.394,0.391,6
1813,-2.093,0.304,6
1814,1.56,0.606,6
1815,1.56,0.606,6
1816,-1.165,0.312,6
1817,-0.872,0.325,6
1819,-0.256,0.347,6
1820,0.232,0.396,6
1821,-0.108,0.363,6
1822,-0.203,0.352,6
1823,-0.316,0.35,6
1826,-0.204,0.345,6
1827,0.355,0.383,6
1828,-0.809,0.331,6
1829,0.778,0.447,6
1830,0.589,0.43,6
1831,1.56,0.606,6
1832,0.302,0.398,6
1833,-0.594,0.328,6
1836,-0.124,0.351,6
1837,-1.339,0.321,6
1838,0.523,0.415,6
1839,0.164,0.382,6
1841,0.422,0.424,6
1842,-0.518,0.34,6
1843,-1.445,0.316,6
1845,0.7,0.451,6
1846,0.972,0.491,6
1847,1.56,0.606,6
1849,-0.107,0.349,6
1850,0.039,0.372,6
1851,0.205,0.387,6
1852,-0.128,0.364,6
1853,0.463,0.421,6
1854,0.104,0.386,6
1855,-1.278,0.32,6
1856,-0.965,0.329,6
1857,-0.627,0.342,6
1858,0.712,0.439,6
1859,0.7,0.452,6
1860,0.24,0.371,6
1861,1.045,0.491,6
1862,-0.323,0.349,6
1863,-0.262,0.349,6
1866,0.054,0.379,6
1867,-0.245,0.361,6
1868,-0.787,0.333,6
1869,-0.913,0.334,6
1872,-0.104,0.358,6
1873,0.416,0.411,6
1874,0.633,0.441,6
1875,0.649,0.438,6
1876,0.316,0.406,6
1879,-0.203,0.357,6
1882,-0.344,0.352,6
1883,1.56,0.606,6
1884,-1.439,0.318,6
1885,-0.689,0.325,6
1886,-1.16,0.324,6
1888,0.225,0.395,6
1890,0.106,0.38,6
1891,0.396,0.405,6
1892,0.903,0.48,6
1893,0.35,0.397,6
1894,-0.062,0.369,6
1895,-0.547,0.337,6
1897,-0.34,0.35,6
1898,-1.191,0.317,6
1899,-0.282,0.357,6
1900,-0.472,0.334,6
1901,-1.2,0.319,6
1903,-0.586,0.341,6
1904,0.641,0.436,6
1905,-0.921,0.323,6
1906,0.825,0.457,6
1907,0.007,0.357,6
1909,1.56,0.606,6
1910,-0.378,0.347,6
1911,0.449,0.414,6
1912,0.36,0.399,6
1913,1.23,0.537,6
1914,1.137,0.515,6
1915,0.87,0.484,6
1916,-0.303,0.346,6
1919,-0.955,0.331,6
1920,-2.077,0.301,6
1921,0.633,0.441,6
1922,0.535,0.42,6
1923,1.56,0.606,6
1924,0.371,0.402,6
1925,-0.114,0.358,6
1926,0.443,0.409,6
1927,1.56,0.606,6
1928,0.589,0.43,6
1929,-1.864,0.303,6
1930,-0.667,0.336,6
1932,-0.504,0.345,6
1934,0.094,0.383,6
1935,0.601,0.427,6
1936,-0.482,0.335,6
1937,0.827,0.458,6
1938,0.512,0.429,6
1939,0.493,0.409,6
1941,-0.361,0.349,6
1942,0.394,0.41,6
1943,-1.114,0.327,6
1944,-0.122,0.368,6
1945,-0.809,0.338,6
1946,1.56,0.606,6
1947,-1.716,0.31,6
1948,-0.564,0.336,6
1951,-0.146,0.366,6
1952,1.235,0.54,6
1953,-0.157,0.366,6
1954,0.903,0.48,6
1955,-0.538,0.339,6
1958,0.74,0.439,6
1959,-1.069,0.328,6
1960,-0.324,0.352,6
1961,-0.921,0.328,6
1962,0.889,0.476,6
1965,-1.598,0.316,6
1966,0.439,0.417,6
1967,1.56,0.606,6
1969,1.56,0.606,6
1970,-0.524,0.338,6
1971,0.139,0.379,6
1972,-0.907,0.332,6
1973,-0.06,0.357,6
1974,0.637,0.434,6
1975,-0.07,0.357,6
1976,0.153,0.388,6
1978,-0.36,0.341,6
1981,-0.186,0.359,6
1982,-0.746,0.335,6
1984,0.308,0.404,6
1985,1.56,0.606,6
1987,0.966,0.495,6
1989,1.56,0.606,6
1990,-0.396,0.346,6
1991,0.633,0.439,6
1992,0.173,0.383,6
1993,-0.004,0.354,6
1994,-1.052,0.316,6
1995,-0.712,0.338,6
1996,0.759,0.457,6
1997,1.56,0.606,6
1998,-0.301,0.351,6
1999,-0.767,0.326,6
2000,-0.289,0.35,6
2002,0.21,0.392,7
2003,1.235,0.54,7
2004,0.204,0.385,7
2005,-1.235,0.319,7
2006,0.008,0.36,7
2007,-0.79,0.328,7
2009,-0.067,0.367,7
2010,-1.056,0.316,7
2011,0.352,0.395,7
2012,-0.146,0.366,7
2014,0.437,0.391,7
2016,1.223,0.533,7
2019,-2.074,0.303,7
2020,0.966,0.495,7
2021,-0.385,0.345,7
2022,-0.997,0.322,7
2025,-0.484,0.341,7
2026,0.346,0.408,7
2027,-0.697,0.337,7
2029,1.124,0.513,7
2030,0.938,0.465,7
2031,0.64,0.441,7
2032,0.038,0.382,7
2034,0.562,0.425,7
2035,0.475,0.407,7
2036,0.806,0.466,7
2037,-0.932,0.325,7
2039,1.56,0.606,7
2040,-0.025,0.369,7
2041,-1.235,0.317,7
2042,-0.483,0.334,7
2043,-0.264,0.357,7
2044,-0.291,0.345,7
2045,-1.097,0.327,7
2047,-0.671,0.334,7
2050,-0.878,0.324,7
2051,1.56,0.606,7
2052,0.177,0.391,7
2054,-0.259,0.347,7
2056,0.113,0.386,7
2057,1.045,0.491,7
2058,1.56,0.606,7
2059,-0.683,0.334,7
2061,0.169,0.391,7
2062,-0.545,0.337,7
2063,1.56,0.606,7
2064,0.572,0.418,7
2067,0.551,0.399,7
2068,0.145,0.381,7
2069,0.293,0.389,7
2070,0.116,0.36,7
2072,-0.445,0.341,7
2074,0.966,0.472,7
2076,-0.67,0.346,7
2077,0.394,0.41,7
2079,0.439,0.399,7
2080,0.47,0.419,7
2082,0.026,0.365,7
2083,1.151,0.513,7
2084,0.101,0.386,7
2085,-1.084,0.324,7
2088,-1.425,0.317,7
2089,-1.416,0.319,7
2090,1.56,0.606,7
2092,-1.216,0.323,7
2093,1.56,0.606,7
2095,0.778,0.447,7
2096,-0.179,0.359,7
2099,-0.089,0.364,7
2102,-0.159,0.364,7
2103,-0.599,0.336,7
2104,1.137,0.515,7
2105,1.23,0.537,7
2106,1.56,0.606,7
