ff_id,SC15,SC15_SE,SC9,SC9_SE,PAF,PAF_SE,city
4668,0.324,0.501,-0.715,0.482,0.64,0.434,20
4669,1.142,0.659,0.279,0.985,1.26,0.527,20
4670,-0.668,0.451,0.797,0.669,0.105,0.376,20
4671,-1.19,0.448,0.734,0.659,-0.583,0.321,20
4673,-0.77,0.84,0.162,0.534,-1.456,0.317,20
4675,0.332,0.863,0.097,0.989,0.592,0.435,20
4676,1.136,0.653,0.977,0.701,1.091,0.499,20
4677,1.082,0.641,0.395,0.583,1.043,0.473,20
4678,-0.96,0.443,-0.144,0.494,-0.923,0.32,20
4679,0.871,0.603,-0.203,0.492,0.463,0.409,20
4681,1.054,0.637,0.961,0.698,0.833,0.461,20
4682,-0.525,0.458,-0.003,0.52,-0.253,0.347,20
4683,0.771,0.588,-1.509,0.515,0.381,0.394,20
4684,-0.229,0.47,0.412,0.585,-0.574,0.336,20
4685,0.51,0.535,0.91,0.688,0.674,0.426,20
4686,-0.033,0.984,-0.162,0.516,-0.027,0.99,20
4687,0.253,0.492,0.875,0.682,0.259,0.388,20
4689,-0.196,0.471,-0.075,0.98,-0.591,0.331,20
4690,0.314,0.5,0.037,0.559,0.426,0.406,20
4691,-0.339,0.462,-0.112,0.98,-0.786,0.327,20
4692,0.325,0.517,0.458,0.589,-0.085,0.343,20
4693,0.38,0.522,-0.259,0.492,0.328,0.388,20
4694,0.529,0.537,0.914,0.689,0.755,0.437,20
4695,1.283,0.693,0.332,0.986,1.671,0.612,20
4696,0.53,0.537,0.258,0.534,0.903,0.448,20
4697,1.178,0.665,0.547,0.599,1.313,0.553,20
4698,-0.024,0.48,-0.752,0.499,-0.882,0.32,20
4699,-0.512,0.458,-0.68,0.474,-0.55,0.333,16
4700,-0.671,0.44,0.805,0.67,0.361,0.402,16
4701,0.164,0.487,0.086,0.543,-0.047,0.361,16
4702,-0.388,0.467,0.843,0.677,0.838,0.463,16
4703,-1.472,0.437,-1.751,0.482,-2.279,0.301,16
4704,-0.323,0.984,-1.572,0.519,-0.258,0.99,16
4705,0.543,0.556,-0.795,0.48,-0.665,0.335,16
10217,0.668,0.572,0.881,0.683,-0.528,0.33,16
4707,-0.107,0.984,-0.522,0.509,-0.086,0.99,16
4708,1.283,0.693,0.332,0.986,1.671,0.612,16
4709,0.373,0.521,0.036,0.559,0.233,0.371,16
4710,1.119,0.653,-0.359,0.496,1.323,0.544,16
4712,0.263,0.506,-0.249,0.482,-0.445,0.338,16
4714,-0.562,0.445,-0.429,0.509,0.227,0.385,16
4715,1.268,0.686,0.165,0.53,1.662,0.609,16
4716,-1.642,0.439,-0.396,0.98,-1.741,0.304,16
4717,0.937,0.614,0.937,0.693,0.448,0.401,16
4718,-1.73,0.422,-1.806,0.496,-1.091,0.318,16
4719,1.194,0.666,0.988,0.703,1.266,0.526,16
4720,-1.152,0.437,-1.42,0.498,-2.459,0.299,16
4721,0.724,0.58,0.264,0.539,-0.178,0.352,16
4722,0.178,0.989,0.865,0.686,0.142,0.993,16
4723,1.018,0.635,-1.643,0.504,1.275,0.536,16
4724,-1.661,0.445,0.214,0.565,0.051,0.371,16
4726,-1.861,0.459,-1.202,0.485,-0.436,0.343,16
4727,0.851,0.598,0.919,0.69,0.15,0.355,16
4728,0.441,0.528,-0.09,0.505,0.573,0.418,16
4732,-0.519,0.451,0.394,0.583,-0.63,0.33,16
4733,-0.033,0.491,-0.538,0.457,0.806,0.458,16
4735,-1.125,0.443,-1.144,0.478,-1.101,0.321,16
4736,-0.328,0.459,-0.306,0.48,-0.53,0.33,16
4737,-1.252,0.444,-0.247,0.98,-0.558,0.332,16
4738,0.105,0.485,-0.344,0.514,-0.27,0.342,16
4739,0.711,0.561,0.957,0.697,1.535,0.58,16
4740,0.701,0.874,0.266,0.556,1.236,0.543,16
4741,0.67,0.553,-0.502,0.457,1.491,0.572,16
4742,-0.122,0.464,0.846,0.677,0.291,0.388,16
4743,-0.045,0.475,0.196,0.564,0.21,0.383,16
4744,0.276,0.502,-0.268,0.498,1.401,0.556,16
4746,-0.704,0.45,-0.223,0.492,0.015,0.356,16
4747,-1.342,0.448,0.718,0.656,-0.744,0.322,16
4748,0.042,0.473,0.453,0.589,0.395,0.402,16
4749,0.092,0.986,0.448,0.592,0.074,0.991,16
4750,-0.517,0.458,-0.316,0.496,-0.137,0.354,16
4751,0.178,0.989,0.865,0.686,0.142,0.993,16
4752,0.236,0.51,0.844,0.677,-0.596,0.335,16
4753,-0.03,0.48,-0.268,0.508,-0.234,0.347,16
4754,0.24,0.491,-0.069,0.496,0.393,0.383,16
4756,0.064,0.986,0.311,0.578,0.051,0.991,16
4757,0.593,0.548,-1.044,0.47,1.459,0.567,16
4758,0.016,0.985,0.08,0.545,0.013,0.99,16
4759,-0.718,0.45,-0.279,0.49,-0.06,0.358,16
4760,0.682,0.575,0.091,0.982,-0.304,0.335,16
4761,0.071,0.985,0.343,0.564,0.056,0.991,16
4763,0.308,0.499,0.467,0.59,0.302,0.366,16
4765,-0.468,0.986,-2.274,0.568,-0.374,0.991,16
4766,0.846,0.599,-0.114,0.516,0.354,0.4,16
4767,0.072,0.485,0.24,0.538,0.212,0.385,16
4768,0.522,0.538,-0.204,0.511,0.965,0.48,16
4769,-0.163,0.465,0.804,0.67,-0.861,0.322,16
4770,-0.317,0.842,-0.368,0.514,-0.506,0.338,16
4771,1.347,0.703,1.018,0.709,1.706,0.618,16
4772,0.044,0.985,0.215,0.535,0.035,0.99,16
4773,-1.304,0.432,-0.373,0.494,-0.606,0.332,16
4775,0.22,0.494,-0.526,0.507,0.063,0.371,16
4776,-0.496,0.451,-1.015,0.473,0.721,0.446,16
4777,1.031,0.632,0.956,0.697,0.758,0.445,16
4779,0.412,0.508,-0.12,0.485,0.952,0.48,16
4780,-0.256,0.469,0.186,0.53,-0.681,0.33,16
4781,0.662,0.556,0.146,0.547,1.504,0.575,16
4782,-1.101,0.446,-0.329,0.98,-2.055,0.315,16
4783,-2.174,0.456,-0.776,0.493,-0.506,0.342,16
4787,-1.875,0.438,-1.153,0.455,-1.662,0.299,16
4788,0.77,0.587,-0.088,0.517,0.071,0.367,16
4789,0.788,0.592,0.137,0.983,0.089,0.376,16
4790,-1.365,0.428,-0.148,0.495,-0.919,0.325,16
4792,0.092,0.986,0.448,0.592,0.074,0.991,16
4793,0.969,0.62,0.944,0.694,0.554,0.417,16
4794,0.463,0.546,0.198,0.549,-1.216,0.311,16
4796,-1.476,0.433,0.717,0.656,-0.448,0.337,16
4798,0.058,0.486,0.023,0.981,0.184,0.373,16
4799,-1.147,0.443,-0.276,0.98,-1.202,0.311,18
4800,0.537,0.554,0.024,0.525,-0.865,0.32,18
4801,1.013,0.628,0.952,0.696,0.7,0.436,18
4802,0.994,0.624,0.949,0.695,0.638,0.422,18
4803,0.249,0.496,-0.235,0.491,0.151,0.38,18
4804,1.011,0.63,-0.467,0.477,1,0.482,18
4805,0.441,0.543,-0.986,0.489,-1.053,0.322,18
4806,0.97,0.621,0.078,0.528,0.745,0.442,18
4808,-1.443,0.431,-0.306,0.498,-1.564,0.309,18
4809,0.897,0.608,0.369,0.58,0.432,0.411,18
4810,0.238,0.51,0.072,0.525,-0.421,0.339,18
4811,0.637,0.568,0.874,0.682,-0.645,0.334,18
4812,1.347,0.703,1.018,0.709,1.706,0.618,18
4813,1.181,0.669,-0.814,0.481,1.615,0.6,18
4814,0.421,0.528,0.101,0.982,0.44,0.408,18
4815,0.065,0.483,0.203,0.531,-0.602,0.33,18
4816,-0.805,0.453,0.177,0.563,1.168,0.519,18
4817,1.078,0.642,0.421,0.568,1.027,0.485,18
4818,0.03,0.472,-0.367,0.489,0.815,0.457,18
4819,0.594,0.545,0.93,0.692,1.042,0.479,18
4820,1.065,0.643,0.249,0.984,1.022,0.49,18
4821,-2.219,0.462,0.627,0.643,-1.602,0.302,18
4822,1.135,0.654,0.977,0.701,1.087,0.505,18
4824,0.602,0.549,-0.882,0.481,1.465,0.568,18
4825,0.796,0.59,0.003,0.521,0.148,0.369,18
4826,1.018,0.63,0.523,0.596,0.808,0.458,18
4828,-0.546,0.459,-0.116,0.98,-0.355,0.346,18
4829,-1.388,0.444,0.091,0.556,-1.158,0.322,18
4830,0.242,0.495,-0.87,0.455,0.251,0.376,18
4831,-0.424,0.452,0.808,0.671,-0.135,0.358,18
4832,0.885,0.606,-0.329,0.48,0.541,0.427,18
4833,-0.072,0.984,-0.349,0.521,-0.057,0.99,18
4835,0.104,0.483,0.114,0.545,1.368,0.55,18
4836,0.789,0.591,-1.487,0.485,0.442,0.404,18
4837,-0.542,0.457,-1.377,0.475,-0.176,0.345,18
4838,-0.826,0.448,-0.18,0.513,-0.55,0.338,18
4839,-0.235,0.47,-1.164,0.455,-1.184,0.308,18
4840,-2.483,0.498,0.63,0.643,-0.895,0.324,18
4841,-0.293,0.462,0.45,0.588,1.047,0.497,18
4843,0.214,0.504,-0.017,0.981,-0.738,0.327,18
4844,0.805,0.591,0.275,0.54,0.121,0.354,18
4845,-0.317,0.984,-1.541,0.511,-0.253,0.99,18
4846,1.081,0.643,0.159,0.548,1.094,0.497,18
4847,1.207,0.674,-0.513,0.483,1.629,0.603,18
4848,-0.548,0.453,0.398,0.583,-0.383,0.329,18
4850,1.143,0.662,-1.265,0.482,1.594,0.596,18
4851,-0.378,0.467,0.14,0.56,-1.373,0.313,18
4852,0.342,0.497,0.898,0.686,0.717,0.438,18
4853,-0.721,0.847,-0.211,0.988,-1.285,0.32,18
4854,0.973,0.625,0.213,0.984,0.727,0.449,18
4855,1.304,0.693,0.564,0.601,1.682,0.613,18
4856,-0.333,0.461,0.788,0.667,-0.946,0.318,18
4857,0.786,0.588,0.488,0.593,0.005,0.348,18
4858,-0.195,0.47,0.208,0.536,-0.645,0.331,18
4859,-0.167,0.983,-0.814,0.457,-0.134,0.989,18
4860,1.01,0.627,0.952,0.696,0.69,0.429,18
4861,0.202,0.489,0.861,0.68,-0.01,0.367,18
4862,-0.256,0.462,-0.089,0.496,-0.299,0.342,18
4863,0.347,0.497,0.899,0.686,0.741,0.436,18
4864,1.037,0.634,-0.064,0.518,0.999,0.478,18
4865,0.845,0.598,0.28,0.541,0.266,0.374,18
4866,-0.409,0.842,-0.084,0.517,-0.737,0.333,18
4867,0.468,0.531,0.9,0.686,0.483,0.413,18
4868,0.858,0.6,0.391,0.565,0.289,0.376,18
4871,-0.551,0.458,-1.579,0.516,-0.072,0.352,18
4872,0.886,0.605,0.367,0.58,0.394,0.393,18
4874,0.007,0.471,-0.543,0.457,0.412,0.395,18
4876,1.247,0.682,-0.07,0.519,1.651,0.607,18
4878,-0.234,0.461,-0.904,0.478,0.776,0.447,18
4879,0.669,0.572,-0.673,0.494,-0.188,0.359,18
4880,-0.157,0.465,-0.837,0.472,-0.17,0.338,18
4881,1.223,0.673,0.994,0.704,1.352,0.544,18
4882,1.033,0.635,0.237,0.984,0.92,0.463,18
4883,-1.445,0.433,-0.355,0.488,-2.667,0.307,18
4884,-0.019,0.477,-0.555,0.477,0.821,0.459,18
4885,0.003,0.985,0.016,0.527,0.003,0.99,18
4886,1.001,0.626,0.521,0.596,0.753,0.446,18
4888,-0.175,0.983,-0.851,0.474,-0.14,0.989,18
4889,-0.084,0.474,0.834,0.675,-0.15,0.349,18
4891,-0.272,0.469,-0.942,0.473,-0.531,0.331,18
4892,-0.529,0.462,-0.734,0.456,0.344,0.385,18
4893,-0.543,0.447,-0.108,0.495,0.064,0.363,18
4895,-0.06,0.99,-0.29,0.732,-0.048,0.994,18
4897,-0.738,0.457,-1.121,0.462,-1.299,0.314,18
