ff_id,SC15,SC15_SE,SC9,SC9_SE,PAF,PAF_SE,city
1229,0.092,0.986,0.448,0.592,0.074,0.991,4
1230,-1.208,0.439,-0.613,0.474,-0.27,0.347,4
10101,-0.445,0.46,-0.093,0.98,-0.273,0.344,4
10065,-0.647,0.441,-0.157,0.522,0.721,0.429,4
10061,-0.766,0.453,-0.371,0.471,-0.098,0.353,4
10103,0.01,0.478,0.213,0.566,0.82,0.458,4
1236,-0.569,0.451,0.829,0.674,0.844,0.454,4
1237,-0.075,0.468,-0.968,0.48,0.337,0.396,4
1238,-0.701,0.449,0.159,0.561,0.165,0.383,4
10051,-0.068,0.479,0.27,0.57,-1.343,0.314,4
1240,0.095,0.487,-1.971,0.522,-0.284,0.339,4
1242,-1.135,0.451,-0.196,0.98,-0.113,0.355,4
1244,0.74,0.582,-0.26,0.497,-0.005,0.361,4
10213,0.071,0.985,0.343,0.564,0.056,0.991,4
10093,-0.593,0.457,-0.065,0.505,-0.647,0.32,4
10092,0.323,0.496,0.893,0.685,0.617,0.429,4
10149,0.328,0.496,0.245,0.533,0.784,0.442,4
10041,0.576,0.56,-0.788,0.481,-0.534,0.338,4
10169,-0.8,0.45,-0.26,0.499,-0.577,0.323,4
1252,1.193,0.671,-0.682,0.475,1.621,0.601,4
10070,0.451,0.53,-0.524,0.477,0.715,0.428,4
1255,0.478,0.547,-0.382,0.488,-1.028,0.315,4
1256,0.317,0.516,0.352,0.562,-0.101,0.346,4
1257,1.107,0.647,0.971,0.7,0.999,0.48,4
1260,-0.593,0.45,-0.116,0.496,-0.98,0.317,4
1261,-0.318,0.462,0.018,0.981,0.991,0.483,4
1262,-0.501,0.458,-0.218,0.499,-0.064,0.357,4
10059,-0.818,0.447,-0.85,0.478,-1.9,0.302,4
1264,-1.273,0.44,-0.554,0.476,-1.327,0.311,4
1266,1.251,0.683,-0.018,0.544,1.653,0.607,4
10068,-0.153,0.472,-1.089,0.478,-0.124,0.357,4
1268,-0.68,0.451,0.401,0.583,0.028,0.37,4
10058,-0.146,0.465,-1.286,0.464,-0.311,0.341,4
1271,-1.056,0.45,-0.763,0.455,0.082,0.368,4
1272,0.178,0.989,0.865,0.686,0.142,0.993,4
1273,-0.253,0.462,-0.563,0.502,-0.182,0.35,4
1274,0.005,0.985,0.027,0.524,0.004,0.99,4
10168,-1.848,0.44,0.694,0.653,-0.31,0.338,4
1276,0.415,0.507,0.905,0.687,0.749,0.443,4
10035,-0.535,0.453,-1.247,0.476,-0.972,0.317,4
1278,0.429,0.528,-0.709,0.462,0.653,0.435,4
10172,0.579,0.539,0.261,0.534,0.93,0.473,4
10186,0.678,0.557,0.411,0.567,1.514,0.576,4
1281,0.178,0.989,0.865,0.686,0.142,0.993,4
10016,-0.212,0.47,-0.536,0.475,-0.273,0.34,4
10002,-0.587,0.458,-0.544,0.468,-0.186,0.35,4
10040,0.179,0.5,0.052,0.522,0.846,0.442,4
10080,0.416,0.52,-0.464,0.469,0.341,0.386,4
10071,-0.593,0.452,-0.35,0.512,-1.526,0.307,4
10191,0.881,0.605,0.503,0.594,0.346,0.4,4
1288,-1.42,0.431,0.329,0.576,-1.135,0.314,4
1289,-0.714,0.453,0.171,0.547,0.341,0.4,4
1290,-1.869,0.436,-0.04,0.519,-1.053,0.315,4
10028,-0.688,0.447,0.053,0.524,0.767,0.456,4
10086,-0.68,0.443,0.285,0.556,-0.68,0.331,4
10017,-0.432,0.459,-0.051,0.518,0.319,0.384,4
10067,-1.244,0.446,0.738,0.659,-0.345,0.333,4
1297,-0.398,0.459,0.825,0.674,0.335,0.39,4
1299,1.272,0.687,0.208,0.536,1.664,0.609,4
10049,0.332,0.518,0.248,0.538,-0.007,0.35,4
10072,1.347,0.703,1.018,0.709,1.706,0.618,4
1304,1.035,0.633,0.957,0.697,0.771,0.451,4
1306,0.409,0.52,0.22,0.567,0.157,0.379,4
1307,-0.622,0.444,-0.078,0.98,0.358,0.377,4
10155,0.944,0.616,-0.103,0.517,0.695,0.44,4
1309,1.347,0.703,1.018,0.709,1.706,0.618,4
10121,0.586,0.548,-1.164,0.476,1.455,0.567,4
10087,-1.847,0.438,0.645,0.645,-1.865,0.303,4
10029,-0.298,0.458,-0.388,0.487,0.284,0.387,4
10044,-0.227,0.462,-0.793,0.466,0.02,0.369,4
10082,1.034,0.632,0.957,0.697,0.767,0.45,4
1316,0.856,0.6,0.92,0.69,0.167,0.381,4
1317,-0.16,0.465,-1.123,0.475,-0.123,0.361,4
1318,1.258,0.684,0.055,0.524,1.657,0.608,4
1319,0.4,0.54,-0.036,0.981,-1.437,0.308,4
1320,-0.461,0.458,-0.108,0.98,-0.448,0.332,4
1321,1.232,0.675,0.996,0.704,1.377,0.553,4
1322,0.071,0.484,-0.018,0.508,-0.521,0.333,5
1323,0.436,0.528,-0.591,0.462,0.659,0.419,5
1324,0.867,0.602,0.075,0.524,0.39,0.394,5
1325,0.728,0.581,0.047,0.56,-0.116,0.36,5
1327,1.187,0.67,-0.75,0.471,1.618,0.6,5
1328,-0.919,0.45,-0.397,0.471,-1.288,0.314,5
1329,-2.568,0.498,-1.501,0.475,-2.492,0.306,5
1331,-1.803,0.466,-0.275,0.981,0.338,0.4,5
1332,0.268,0.493,-0.239,0.51,0.575,0.425,5
1333,-0.36,0.465,-1.172,0.49,-0.373,0.344,5
1335,0.167,0.499,-0.525,0.507,-0.868,0.325,5
1336,-0.624,0.452,-1.047,0.478,-1.566,0.307,5
1338,-0.258,0.468,-0.636,0.489,-0.824,0.324,5
1339,-1.371,0.442,-0.153,0.981,1.047,0.502,5
1341,0.133,0.487,-0.979,0.489,0.021,0.368,5
1342,1.223,0.673,0.994,0.704,1.352,0.544,5
1343,0.162,0.505,-0.254,0.49,-0.721,0.32,5
1344,-0.346,0.451,-0.663,0.475,-0.034,0.36,5
1345,-0.113,0.984,-0.547,0.499,-0.09,0.99,5
1346,0.368,0.523,-2.204,0.558,0.689,0.43,5
1348,-0.173,0.471,-0.934,0.473,-0.272,0.34,5
1349,-0.408,0.455,-0.526,0.47,-0.355,0.335,5
1350,-0.433,0.457,0.184,0.53,-0.344,0.34,5
1351,0.517,0.553,-2.222,0.56,-0.465,0.335,5
1353,-0.77,0.45,-0.113,0.496,-0.423,0.337,5
1354,-0.185,0.983,-0.901,0.457,-0.148,0.989,5
1355,-0.51,0.46,0.006,0.52,0.161,0.37,5
1356,0.428,0.527,-0.098,0.504,0.516,0.407,5
1357,0.133,0.489,-0.296,0.491,-0.444,0.341,5
1358,0.035,0.479,0.466,0.59,0.904,0.472,5
1359,0.549,0.54,0.919,0.69,0.846,0.454,5
1360,-0.715,0.45,0.393,0.583,-0.189,0.35,5
1363,0.064,0.986,0.311,0.578,0.051,0.991,5
1364,-1.976,0.441,-0.109,0.548,-0.665,0.329,5
1365,0.774,0.587,0.054,0.56,0.057,0.363,5
1366,-0.332,0.457,-0.1,0.495,0.015,0.37,5
1368,0.305,0.516,0.861,0.68,-0.266,0.342,5
1369,1.023,0.633,-0.789,0.474,1.11,0.492,5
1370,-0.086,0.468,-0.706,0.51,0.217,0.382,5
1371,0.178,0.989,0.865,0.686,0.142,0.993,5
1374,0.178,0.989,0.865,0.686,0.142,0.993,5
1375,-1.389,0.448,-0.97,0.465,-1.741,0.307,5
1376,1.105,0.651,0.265,0.984,1.147,0.512,5
1377,-1.39,0.425,-0.274,0.587,0.132,0.379,5
1378,-0.67,0.452,-0.097,0.98,0.198,0.374,5
1379,-1.582,0.453,-0.375,0.512,-0.486,0.336,5
1380,-0.575,0.456,-0.251,0.499,-1.107,0.322,5
1383,0.085,0.487,-2.241,0.562,-0.279,0.346,5
1384,1.347,0.703,1.018,0.709,1.706,0.618,5
1385,1.26,0.684,0.078,0.513,1.658,0.608,5
1386,0.606,0.544,-0.487,0.509,1.21,0.522,5
1387,-0.589,0.458,-0.141,0.98,-0.61,0.331,5
1388,-0.785,0.457,-0.256,0.98,-1.766,0.299,5
1390,-0.188,0.471,0.816,0.672,-0.428,0.34,5
1392,0.487,0.535,-0.509,0.498,0.872,0.474,5
1393,0.785,0.59,-0.476,0.508,0.212,0.387,5
1394,-0.906,0.438,-0.219,0.98,-0.962,0.324,5
1396,0.603,0.563,-0.72,0.474,-0.439,0.337,5
1397,-1.65,0.436,0.645,0.645,-2.33,0.314,5
1398,-0.781,0.45,-0.07,0.505,-0.499,0.337,5
1399,-0.106,0.489,-0.345,0.472,-0.076,0.87,5
1400,-1.354,0.44,0.723,0.657,-0.537,0.325,5
1401,0.685,0.574,-0.011,0.52,-0.267,0.345,5
1402,1.347,0.703,1.018,0.709,1.706,0.618,5
1403,-1.785,0.448,-1.235,0.465,-1.029,0.317,5
1404,-0.543,0.843,-2.282,0.567,-0.51,0.336,5
1405,0.591,0.563,0.051,0.982,-0.652,0.329,5
1406,-0.323,0.467,-0.146,0.98,-1.302,0.309,5
1407,0.019,0.489,0.834,0.675,-0.37,0.341,5
1408,1.294,0.691,0.449,0.57,1.676,0.612,5
1409,-0.145,0.473,-0.024,0.981,-0.003,0.364,5
1410,-2.361,0.485,-0.407,0.479,-1.647,0.304,5
1411,0.54,0.52,0.374,0.58,1.479,0.569,5
1412,1.283,0.693,0.332,0.986,1.671,0.612,5
1413,-1.26,0.435,0.134,0.528,-0.845,0.323,5
1415,-0.509,0.449,-0.065,0.98,0.268,0.388,5
1416,-0.107,0.984,-0.522,0.509,-0.086,0.99,5
1417,-1.012,0.438,-0.271,0.497,-1.787,0.309,5
1418,0.2,0.489,0.91,0.688,1.408,0.557,5
1419,-0.58,0.451,-0.469,0.492,-0.822,0.326,5
1421,0.642,0.568,-0.707,0.456,-0.286,0.345,5
1422,0.085,0.484,0.054,0.564,-0.463,0.33,5
1424,-0.244,0.463,-0.057,0.98,-0.235,0.344,5
1426,0.07,0.474,0.867,0.681,0.466,0.412,5
1427,-0.869,0.444,-0.084,0.516,0.311,0.382,5
1428,-0.999,0.437,0.241,0.568,-0.376,0.342,5
1430,0.711,0.561,0.957,0.697,1.535,0.58,5
1431,-0.739,0.45,0.17,0.529,-0.29,0.336,5
1432,0.81,0.593,-0.584,0.474,0.324,0.385,5
1433,0.645,0.55,0.195,0.983,1.232,0.526,5
1435,0.82,0.597,0.151,0.983,0.205,0.386,5
1437,-0.565,0.445,-0.505,0.485,0.224,0.38,5
1438,-0.388,0.459,-0.13,0.515,0.602,0.417,5
1439,1.304,0.693,0.564,0.601,1.682,0.613,5
1440,-0.514,0.453,0.838,0.676,0.969,0.479,5
1441,0.822,0.595,0.913,0.689,0.045,0.372,5
1442,-1.299,0.456,-1.194,0.486,0.237,0.383,5
1443,1.347,0.703,1.018,0.709,1.706,0.618,5
1445,0.178,0.989,0.865,0.686,0.142,0.993,5
1446,0.366,0.523,0.074,0.981,0.192,0.376,5
1447,1.347,0.703,1.018,0.709,1.706,0.618,5
1448,0.243,0.491,0.251,0.538,0.338,0.39,5
1449,0.847,0.599,-0.602,0.456,0.463,0.404,5
1450,1.032,0.633,0.03,0.522,0.963,0.476,5
1451,0.678,0.557,0.411,0.567,1.514,0.576,5
1452,-0.563,0.452,-0.028,0.554,-0.353,0.342,5
1453,-1.053,0.432,-1.3,0.559,0.27,0.399,5
1454,0.711,0.578,0.89,0.685,-0.361,0.341,5
1455,1.026,0.631,0.955,0.697,0.744,0.444,5
1456,1.223,0.673,0.994,0.704,1.352,0.544,5
1457,-0.641,0.456,-0.583,0.457,-0.688,0.328,5
1458,0.517,0.533,0.134,0.982,0.677,0.438,5
1459,0.868,0.603,-0.606,0.468,0.539,0.421,5
1461,-0.684,0.452,-0.113,0.98,0.001,0.352,5
1462,0.175,0.491,-0.877,0.456,-0.098,0.349,5
1463,0.776,0.588,-0.251,0.481,0.127,0.383,5
1464,-0.581,0.449,0.793,0.668,-0.2,0.347,5
1465,0.155,0.487,-0.114,0.504,-0.05,0.352,5
1468,-0.8,0.443,-0.237,0.98,-1.46,0.308,5
1469,0.163,0.48,0.893,0.685,0.984,0.472,5
1470,0.98,0.623,0.132,0.528,0.767,0.447,5
1471,-0.755,0.454,-0.414,0.488,-0.018,0.369,5
1475,-0.207,0.464,0.856,0.679,0.776,0.46,5
1476,-0.909,0.444,-0.314,0.506,-0.565,0.331,5
1478,0.835,0.597,-0.292,0.498,0.354,0.381,5
1479,0.044,0.985,0.215,0.535,0.035,0.99,5
1481,-0.037,0.477,0.036,0.981,0.595,0.428,5
1482,1.11,0.65,-0.049,0.519,1.229,0.521,5
1484,-1.625,0.422,0.692,0.652,-0.888,0.322,5
1487,-0.668,0.45,0.794,0.668,0.017,0.355,5
1489,-0.747,0.457,0.808,0.671,0.619,0.437,5
1490,1.116,0.651,-0.048,0.519,1.248,0.524,5
1493,-0.379,0.459,0.316,0.559,-0.046,0.364,5
1494,-1.427,0.436,-0.369,0.98,-1.849,0.299,5
1497,-2.474,0.498,-1.459,0.464,-0.4,0.343,5
1499,0.412,0.519,0.879,0.683,0.031,0.353,5
1501,-1.324,0.444,-1.27,0.455,-0.456,0.333,5
1502,-0.726,0.5,-1.023,0.482,-1.154,0.313,5
1503,-0.612,0.451,-0.102,0.495,0.562,0.415,5
1505,-1.77,0.434,-1.779,0.495,-2.303,0.303,5
1507,-0.511,0.454,-0.251,0.482,1.223,0.527,5
1508,0.757,0.564,0.962,0.698,1.547,0.582,5
1509,1.294,0.691,0.449,0.57,1.676,0.612,5
1510,0.178,0.989,0.865,0.686,0.142,0.993,5
1511,-0.093,0.473,0.831,0.675,-0.2,0.341,5
1512,0.088,0.482,-0.257,0.481,1.356,0.548,5
1513,0.715,0.578,0.228,0.567,-0.204,0.346,5
1515,-0.051,0.984,-0.25,0.511,-0.041,0.99,5
1517,1.142,0.659,0.279,0.985,1.26,0.527,5
1518,0.918,0.611,0.933,0.693,0.382,0.4,5
1519,0.777,0.587,0.487,0.592,-0.025,0.354,5
1521,-0.21,0.471,0.874,0.682,1.312,0.541,5
1522,-0.131,0.473,-1.138,0.488,0.316,0.388,5
1524,-0.452,0.459,0.403,0.584,-0.421,0.339,5
1525,-0.939,0.44,-0.154,0.535,0.466,0.415,5
1526,0.178,0.989,0.865,0.686,0.142,0.993,5
1527,-0.34,0.461,0.111,0.529,0.835,0.463,5
1528,0.053,0.48,0.871,0.681,0.611,0.43,5
1530,0.178,0.989,0.865,0.686,0.142,0.993,5
1532,-0.093,0.467,-0.286,0.481,0.087,0.369,5
1533,1.019,0.632,0.232,0.984,0.877,0.455,5
1534,1.283,0.693,0.332,0.986,1.671,0.612,5
1535,0.089,0.487,-0.183,0.493,0.397,0.403,5
1537,-0.085,0.474,-0.336,0.496,0.099,0.368,5
1538,0.537,0.555,0.807,0.699,-1.036,0.31,5
1540,-0.386,0.461,-0.14,0.98,-1.064,0.317,5
1541,1.085,0.647,0.257,0.984,1.083,0.502,5
1542,-0.891,0.45,0.368,0.58,-0.793,0.316,5
1543,0.326,0.513,0.04,0.981,-0.201,0.35,5
1545,-0.159,0.984,-0.771,0.492,-0.127,0.99,5
1548,0.402,0.506,0.901,0.687,0.684,0.421,5
1549,0.554,0.541,0.248,0.569,1.009,0.491,5
1550,-0.209,0.462,0.821,0.673,-0.221,0.347,5
1551,-0.059,0.475,0.086,0.543,0.459,0.409,5
1552,-0.366,0.456,-0.014,0.555,-0.209,0.348,5
1553,0.73,0.581,-0.673,0.511,0.045,0.369,5
1554,1.054,0.64,-0.837,0.456,1.22,0.52,5
1555,-0.611,0.451,0.81,0.671,0.369,0.399,5
1557,0.005,0.985,0.027,0.524,0.004,0.99,5
1558,-0.289,0.463,-0.47,0.478,1.267,0.534,5
1559,0.69,0.577,0.095,0.982,-0.273,0.343,5
1561,-0.109,0.48,0.808,0.671,-0.841,0.328,5
1563,1.347,0.703,1.018,0.709,1.706,0.618,5
1565,-1.931,0.46,-0.394,0.98,-1.032,0.315,5
1566,-0.724,0.45,0.391,0.582,-0.246,0.348,5
1567,-1.008,0.438,-1.362,0.497,0.358,0.393,5
1568,0.105,0.486,-0.007,0.981,-0.34,0.341,5
1569,1.118,0.652,-0.275,0.473,1.304,0.536,5
1571,-1.285,0.426,0.767,0.664,0.641,0.422,5
1572,-1.703,0.454,-1.93,0.514,-1.688,0.31,5
1573,1.151,0.657,0.98,0.701,1.137,0.514,5
1576,0.806,0.595,0.144,0.983,0.153,0.388,5
1577,0.052,0.485,-0.958,0.487,0.365,0.394,5
1578,-0.053,0.47,0.054,0.981,0.874,0.469,5
1579,-0.532,0.454,0.829,0.674,0.746,0.45,5
1580,-0.145,0.473,-0.024,0.981,-0.003,0.361,5
1582,0.791,0.59,-1.173,0.474,0.382,0.378,5
1583,-0.553,0.453,-0.079,0.565,-1.335,0.311,5
1586,0.485,0.549,0.841,0.677,-1.258,0.318,5
1587,0.87,0.603,-0.149,0.501,0.446,0.405,5
1588,1.347,0.703,1.018,0.709,1.706,0.618,5
1589,-0.866,0.441,-1.71,0.493,-0.611,0.324,5
1591,-0.989,0.443,-1.583,0.517,0.742,0.444,5
1592,0.661,0.556,0.13,0.593,1.503,0.575,5
1594,-0.622,0.451,-0.012,0.555,0.481,0.41,5
1596,-0.358,0.469,-0.145,0.98,-1.195,0.314,5
1597,0.312,0.51,-0.243,0.482,-0.207,0.347,5
1598,0.21,0.493,-0.336,0.518,-0.028,0.363,5
1599,1.016,0.631,-0.398,0.479,1.002,0.486,5
1601,0.308,0.516,0.244,0.538,-0.118,0.345,5
1602,-0.591,0.453,-0.049,0.981,0.682,0.436,5
1604,-0.737,0.442,0.167,0.529,-0.436,0.334,5
1605,-0.648,0.446,0.253,0.569,-0.68,0.326,5
1606,0.741,0.585,0.117,0.982,-0.082,0.366,5
1607,1.109,0.646,0.972,0.7,1.006,0.462,5
1608,0.272,0.498,0.06,0.981,0.204,0.383,5
1609,-1.506,0.436,0.741,0.66,0.365,0.403,5
1610,0.386,0.501,-0.114,0.514,1.164,0.512,5
1611,0.945,0.618,0.202,0.983,0.635,0.418,5
1612,0.447,0.529,0.48,0.592,0.479,0.406,5
1614,-1.815,0.453,-0.502,0.476,0.282,0.399,5
1616,-1.511,0.456,-0.622,0.457,-1.178,0.314,5
1619,0.96,0.619,0.143,0.547,0.699,0.433,5
1620,-1.446,0.429,-0.486,0.477,-1.465,0.311,5
1622,-2.434,0.477,0.126,0.558,-1.906,0.307,5
1623,-1.097,0.439,-0.329,0.506,-0.914,0.316,5
1624,1.119,0.653,-0.311,0.49,1.314,0.54,5
1627,0.776,0.587,-0.666,0.502,0.218,0.365,5
1629,0.022,0.478,0.044,0.981,0.571,0.423,5
1630,-0.672,0.456,0.378,0.581,-0.898,0.321,5
1632,-0.9,0.444,-0.263,0.499,-0.513,0.323,5
1635,0.063,0.483,0.182,0.563,-0.607,0.332,5
1636,-1.001,0.447,0.708,0.655,-1.845,0.303,5
1638,0.178,0.989,0.865,0.686,0.142,0.993,5
1639,-0.812,0.45,0.754,0.662,-0.868,0.319,5
1641,0.974,0.624,-0.975,0.463,0.985,0.48,5
1642,-0.021,0.476,-0.133,0.523,0.411,0.393,5
1643,-0.272,0.462,0.002,0.981,0.664,0.439,5
1644,1.227,0.678,-0.286,0.506,1.64,0.605,5
1647,0.404,0.519,0.467,0.59,0.083,0.372,5
1649,-1.905,0.43,-0.012,0.522,-1.509,0.309,5
1650,-0.271,0.461,0.841,0.676,0.487,0.407,5
1652,0.178,0.989,0.865,0.686,0.142,0.993,5
1654,0.977,0.625,0.215,0.984,0.74,0.443,5
1655,0.669,0.572,0.881,0.683,-0.522,0.333,5
1656,-0.162,0.464,-0.206,0.5,1.061,0.499,5
1657,-0.283,0.462,0.801,0.67,-0.652,0.33,5
1659,-0.041,0.48,-1.075,0.455,-0.904,0.32,5
1660,-1.012,0.447,-0.501,0.476,0.716,0.448,5
1661,-0.924,0.451,-0.249,0.98,-1.35,0.312,5
1664,-0.456,0.451,-0.285,0.508,-0.098,0.345,6
1665,0.178,0.989,0.865,0.686,0.142,0.993,6
1666,0.119,0.488,-0.288,0.481,-0.521,0.332,6
1667,-0.035,0.476,0.847,0.677,0.122,0.381,6
1668,0.824,0.595,0.126,0.546,0.224,0.384,6
1670,0.591,0.561,-0.536,0.457,-0.527,0.326,6
1671,0.907,0.608,0.931,0.692,0.347,0.381,6
1672,-0.231,0.463,-1.138,0.454,0.072,0.375,6
1675,1.347,0.703,1.018,0.709,1.706,0.618,6
1676,-0.294,0.844,-1.569,0.517,-0.204,0.352,6
1677,0.44,0.529,-0.1,0.516,0.571,0.428,6
1680,-0.25,0.462,0.81,0.671,-0.46,0.333,6
1681,-0.032,0.984,-0.156,0.515,-0.026,0.99,6
1682,0.734,0.582,-1,0.464,0.132,0.379,6
1683,0.178,0.989,0.865,0.686,0.142,0.993,6
1685,0.055,0.481,-0.993,0.485,1.333,0.545,6
1686,1.215,0.676,-0.43,0.51,1.633,0.603,6
1687,-0.264,0.463,-1.352,0.492,-0.685,0.327,6
1690,-0.119,0.477,-0.047,0.507,-1.555,0.308,6
1691,-0.033,0.49,-0.104,0.538,0.711,0.434,6
1692,1.174,0.667,-0.898,0.456,1.611,0.599,6
1693,1.054,0.641,0.245,0.984,0.986,0.494,6
1694,-0.105,0.467,0.004,0.556,-0.045,0.357,6
1696,-0.156,0.983,-0.756,0.474,-0.124,0.989,6
1697,0.363,0.504,-0.518,0.503,0.792,0.448,6
1698,0.087,0.482,0.88,0.683,0.796,0.452,6
1699,-0.067,0.474,0.211,0.531,0.08,0.366,6
1701,-0.413,0.459,0.2,0.531,0.377,0.391,6
1702,1.114,0.649,0.973,0.7,1.022,0.487,6
1703,0.166,0.491,0.337,0.56,-0.407,0.335,6
1704,0.409,0.525,0.886,0.684,0.216,0.386,6
1706,-0.761,0.45,-0.818,0.477,-0.211,0.348,6
1708,-0.656,0.451,0.827,0.674,0.985,0.488,6
1710,-0.602,0.457,-0.253,0.499,-0.664,0.326,6
1711,-1.772,0.445,-0.24,0.518,-0.807,0.321,6
1712,-0.003,0.481,-0.124,0.524,0.825,0.453,6
1713,-0.214,0.475,-0.995,0.456,-1.242,0.316,6
1714,0.253,0.496,0.863,0.68,-0.064,0.348,6
1715,0.761,0.587,0.126,0.982,-0.009,0.359,6
1716,-0.258,0.461,0.841,0.676,0.475,0.417,6
1717,-0.663,0.452,-0.093,0.98,0.24,0.379,6
1719,-0.334,0.843,-1.418,0.467,-0.311,0.349,6
1720,-0.424,0.459,0.178,0.563,0.319,0.389,6
1721,1.033,0.632,0.283,0.535,0.91,0.462,6
1722,-0.716,0.45,0.295,0.557,-0.172,0.348,6
1723,0.836,0.598,-1.06,0.455,0.521,0.406,6
1724,-0.061,0.468,-0.708,0.51,0.058,0.362,6
1725,0.384,0.523,0.88,0.683,0.104,0.376,6
1726,0.847,0.599,0.918,0.69,0.134,0.373,6
1727,-1.088,0.449,-1.527,0.465,-2.097,0.297,6
1728,0.368,0.521,-0.066,0.496,0.23,0.378,6
1729,0.104,0.484,0.115,0.982,1.368,0.551,6
1730,1.184,0.665,0.435,0.569,1.354,0.549,6
1731,-0.753,0.45,0.77,0.665,-0.504,0.332,6
1734,0.316,0.517,-0.596,0.468,0.101,0.368,6
1735,-0.349,0.461,-0.631,0.483,-0.735,0.331,6
1736,0.873,0.603,0.924,0.691,0.226,0.382,6
1738,1.065,0.643,0.249,0.984,1.022,0.49,6
1739,-1.462,0.444,-0.602,0.474,-1.238,0.308,6
1741,0.937,0.618,0.199,0.983,0.607,0.433,6
1742,1.232,0.675,0.996,0.704,1.377,0.553,6
1744,0.897,0.608,0.929,0.692,0.311,0.398,6
1745,-2.054,0.462,-0.361,0.48,-1.546,0.309,6
1746,-1.053,0.432,-1.148,0.455,0.237,0.377,6
1748,0.18,0.488,0.241,0.538,0.009,0.363,6
1749,1.119,0.65,0.974,0.7,1.038,0.49,6
1751,-1.125,0.446,-0.411,0.471,-1.699,0.297,6
1752,-0.821,0.45,-1.368,0.497,-0.378,0.341,6
1753,-0.919,0.449,-1.263,0.475,-1.016,0.317,6
1754,-0.114,0.473,-1.391,0.486,0.162,0.371,6
1755,-1.022,0.443,-0.07,0.506,-0.672,0.328,6
1756,0.184,0.492,0.846,0.677,-0.418,0.339,6
1757,-0.157,0.984,-0.763,0.482,-0.125,0.99,6
1758,0.307,0.5,0.31,0.644,0.331,0.401,6
1759,0.005,0.985,0.027,0.524,0.004,0.99,6
1760,0.249,0.496,0.862,0.68,-0.084,0.365,6
1761,0.071,0.484,-0.388,0.465,-0.442,0.336,6
1762,0.05,0.484,0.217,0.532,0.098,0.377,6
1764,-2.175,0.45,0.275,0.572,-1.543,0.309,6
1765,0.549,0.541,0.28,0.541,0.984,0.485,6
1767,0.392,0.503,-1.109,0.489,1.41,0.557,6
1769,-0.166,0.472,-0.835,0.462,0.053,0.36,6
1771,1.172,0.666,0.29,0.985,1.348,0.549,6
1772,0.182,0.492,-0.33,0.496,-0.177,0.351,6
1773,-0.759,0.45,-1.848,0.51,0.345,0.392,6
1775,-1.331,0.45,-0.31,0.98,-1.249,0.313,6
1776,0.565,0.537,0.279,0.54,0.865,0.461,6
1777,0.36,0.503,0.891,0.685,0.477,0.409,6
1778,-0.181,0.464,0.034,0.981,0.895,0.46,6
1779,0.22,0.509,-0.898,0.461,-0.301,0.341,6
1780,-0.907,0.447,-0.571,0.506,0.337,0.389,6
1781,0.178,0.989,0.865,0.686,0.142,0.993,6
1782,-0.606,0.457,0.025,0.522,-0.75,0.331,6
1783,-0.793,0.455,0.273,0.57,0.456,0.396,6
1784,-0.046,0.485,-0.897,0.48,-0.342,0.332,6
1785,-0.004,0.482,0.406,0.584,-1.326,0.314,6
1786,-0.472,0.457,0.785,0.667,-0.708,0.328,6
1788,0.509,0.551,-0.73,0.462,-0.822,0.327,6
1789,-0.327,0.466,-0.953,0.471,-1.152,0.313,6
1790,-0.381,0.459,-1.73,0.494,-0.058,0.35,6
1791,-0.304,0.461,0.305,0.558,-0.672,0.326,6
1793,-0.392,0.456,-1.373,0.464,-0.077,0.361,6
1794,0.486,0.529,-0.707,0.483,0.715,0.443,6
1795,0.561,0.522,0.942,0.694,1.455,0.575,6
1796,0.094,0.482,0.882,0.683,0.835,0.461,6
1797,1.05,0.636,0.96,0.697,0.819,0.459,6
1798,-1.232,0.438,0.697,0.653,-1.637,0.307,6
1799,-1.157,0.445,-0.071,0.505,0.36,0.406,6
1801,0.43,0.527,0.891,0.685,0.313,0.401,6
1802,0.248,0.511,-0.643,0.484,-0.217,0.349,6
1803,0.626,0.547,0.186,0.982,1.151,0.502,6
1804,0.841,0.598,0.361,0.579,0.233,0.384,6
1806,0.005,0.985,0.027,0.524,0.004,0.99,6
1807,-0.962,0.441,-0.809,0.466,-0.022,0.346,6
1808,-0.216,0.469,-1.207,0.47,-0.461,0.336,6
1809,1.097,0.649,-0.631,0.513,1.313,0.542,6
1810,0.615,0.564,0.044,0.522,-0.554,0.331,6
1811,-0.277,0.459,0.02,0.521,0.318,0.378,6
1812,-0.165,0.983,-0.803,0.475,-0.132,0.989,6
1813,-1.184,0.838,-0.445,0.503,-2.09,0.301,6
1814,-0.29,0.47,0.043,0.981,1.277,0.536,6
1815,0.711,0.561,0.957,0.697,1.535,0.58,6
1816,0.128,0.502,0.817,0.672,-1.125,0.307,6
1817,0.03,0.484,-0.905,0.455,-0.865,0.318,6
1818,-0.071,0.983,-0.344,0.474,-0.056,0.989,6
1819,-1.065,0.439,-0.201,0.98,-0.348,0.337,6
1820,0.256,0.492,0.875,0.682,0.271,0.393,6
1821,-0.145,0.472,0.429,0.586,-0.102,0.356,6
1822,0.324,0.517,0.865,0.68,-0.177,0.345,6
1823,0.652,0.569,-0.778,0.456,-0.233,0.347,6
1826,-0.439,0.459,0.001,0.52,-0.256,0.336,6
