ff_id,SC15,SC15_SE,SC9,SC9_SE,Int15,Int15_SE,Ext15,Ext15_SE,Int9,Int9_SE,Ext9,Ext9_SE,city
2398,-0.308,0.466,0.328,0.563,-1.032,0.518,0.921,0.276,-0.752,0.516,-0.423,0.362,8
2399,0.363,0.519,0.408,0.571,-1.178,0.547,0.503,0.377,-1.513,0.665,-1.282,0.565,8
2400,-0.299,0.477,-1.931,0.507,0.829,0.32,0.111,0.408,2.03,0.242,1.499,0.214,8
2402,-0.039,0.489,0.377,0.59,-0.423,0.406,-0.011,0.392,2.128,0.237,1.546,0.215,8
2403,-0.203,0.479,0.299,0.56,0.72,0.318,0.526,0.373,-0.581,0.499,0.104,0.289,8
2404,0.513,0.571,-1.691,0.499,1.479,0.306,0.058,0.412,0.396,0.35,-0.336,0.345,8
2405,0.871,0.629,0.18,0.985,-0.018,0.341,-0.566,0.499,-0.06,0.986,-0.222,0.969,8
2406,0.218,0.525,-0.182,0.5,0.838,0.302,0.791,0.318,0.359,0.36,0.829,0.241,8
2408,-0.873,0.45,-0.05,0.491,-0.077,0.356,1.841,0.269,1.407,0.274,1.483,0.218,8
2409,-0.48,0.457,0.071,0.496,-0.007,0.349,-0.078,0.409,-1.331,0.647,-1.361,0.577,8
2410,-0.838,0.455,0.308,0.561,0.863,0.295,1.222,0.273,-0.905,0.561,-1.063,0.5,8
2411,0.305,0.533,-0.268,0.497,0.421,0.307,0.257,0.389,-0.468,0.481,-0.212,0.339,8
2412,1.208,0.693,1.033,0.724,-1.453,0.599,-0.666,0.438,-0.984,0.571,-1.239,0.538,8
2414,0.303,0.533,0.924,0.703,0.849,0.299,0.957,0.33,-1.347,0.646,-1.322,0.569,8
2415,0.28,0.515,0.779,0.677,0.272,0.333,0.449,0.376,0.695,0.324,0.906,0.239,8
2416,-0.038,0.903,0.001,0.557,-0.328,0.378,0.401,0.32,1.601,0.259,1.702,0.208,8
2417,0.843,0.621,0.954,0.709,0.409,0.313,0.031,0.408,-0.389,0.473,-1.035,0.483,8
2419,-1.591,0.453,-0.594,0.456,0.71,0.308,1.974,0.259,0.361,0.361,0.965,0.238,8
2420,0.484,0.528,0.155,0.533,-1.52,0.611,-1.574,0.54,-0.503,0.488,-0.881,0.448,8
2421,-1.291,0.438,0.288,0.579,-0.352,0.367,-0.886,0.47,-0.489,0.485,-0.386,0.346,8
2422,-0.454,0.462,0.145,0.546,0.841,0.311,0.472,0.374,0.89,0.304,0.016,0.3,8
2423,1.032,0.656,-0.803,0.479,-0.826,0.481,-1.629,0.524,-0.238,0.447,-1.066,0.486,8
2425,0.647,0.592,0.081,0.976,1.024,0.295,0.615,0.463,0.979,0.284,-0.161,0.33,8
2426,0.42,0.545,-0.557,0.487,-0.647,0.438,-0.256,0.403,0.926,0.301,0.903,0.235,8
2427,0.949,0.64,-0.241,0.488,-0.611,0.425,-0.42,0.443,-1.367,0.655,-1.401,0.588,8
2428,-0.618,0.457,0.15,0.546,1.373,0.304,0.385,0.383,0.073,0.394,-0.308,0.333,8
2429,1.083,0.669,-0.692,0.474,-1.566,0.62,-1.1,0.496,-0.21,0.447,0.054,0.297,8
2430,-0.847,0.457,-0.246,0.982,0.096,0.335,2.344,0.279,0.1,0.985,0.692,0.961,8
2431,-0.12,0.485,0.847,0.689,0.946,0.311,0.148,0.384,-0.319,0.45,-0.787,0.428,8
2433,1.401,0.735,1.073,0.732,-1.772,0.662,-2.05,0.582,-0.962,0.58,-1.423,0.577,8
2434,-0.65,0.455,0.818,0.684,0.688,0.309,0.928,0.299,-0.641,0.513,-1.005,0.482,8
2435,0.755,0.607,-1.271,0.473,-0.418,0.392,-0.031,0.409,0.639,0.331,1.234,0.212,8
2436,1.077,0.667,-0.912,0.438,-1.461,0.601,-1.099,0.494,-0.167,0.422,-0.716,0.416,8
2437,0.731,0.603,0.284,0.58,0.762,0.319,0.103,0.414,0.927,0.312,-0.278,0.344,8
2438,-0.219,0.478,0.03,0.524,0.41,0.319,1.174,0.317,0.93,0.3,0.886,0.234,8
2440,0.028,0.498,-0.517,0.499,0.864,0.315,1.642,0.284,0.183,0.391,0.831,0.244,8
2442,-0.728,0.452,0.225,0.573,-0.79,0.465,0.363,0.381,-0.269,0.454,-0.456,0.374,8
2443,-0.835,0.448,-0.91,0.439,1.088,0.312,0.901,0.32,1.674,0.256,1.376,0.219,8
2446,-0.267,0.471,-0.685,0.559,0.11,0.353,0.513,0.381,-0.287,0.436,-0.863,0.448,8
2447,0.787,0.59,0.97,0.711,-1.694,0.645,-2.274,0.616,-0.209,0.431,-0.835,0.43,8
2448,0.879,0.627,0.773,0.731,0.18,0.336,-0.653,0.437,-0.068,0.42,0.028,0.288,8
2449,-0.669,0.456,0.243,0.539,-0.373,0.388,-0.599,0.42,-1.337,0.652,-1.417,0.59,8
2450,0.786,0.611,0.58,0.617,0.522,0.299,0.279,0.392,-1.325,0.648,-1.39,0.584,8
2451,-0.504,0.462,0.739,0.67,1.124,0.314,1.409,0.297,-0.211,0.436,0.402,0.259,8
2452,0.739,0.604,0.722,0.668,0.065,0.36,1.031,0.334,2.884,0.235,2.229,0.199,8
2454,0.342,0.536,0.058,0.495,0.03,0.346,0.755,0.277,0.205,0.378,-0.068,0.313,8
2455,0.942,0.64,-0.037,0.519,-0.856,0.484,-0.389,0.446,1.844,0.247,1.275,0.216,8
2456,-0.806,0.458,-1.808,0.48,0.64,0.302,-0.428,0.433,0.298,0.368,0.39,0.271,8
2457,-2.148,0.448,-1.336,0.481,1.139,0.305,1.107,0.272,0.968,0.3,0.619,0.257,8
2458,0.487,0.552,0.905,0.699,-0.315,0.391,-0.252,0.431,-0.396,0.469,-0.582,0.376,8
2459,-0.204,0.473,-0.032,0.982,-0.287,0.377,0.042,0.41,-0.029,0.985,0.037,0.965,8
2460,0.78,0.611,0.447,0.6,0.115,0.348,0.096,0.407,0.504,0.352,1.293,0.222,8
2461,-0.201,0.468,0.269,0.578,0.39,0.321,0.929,0.322,-0.622,0.491,-0.972,0.473,8
2462,-0.757,0.456,-1.279,0.451,-0.737,0.46,0.358,0.393,-0.141,0.428,0.399,0.266,8
2463,-1.91,0.46,-0.402,0.982,-0.074,0.357,1.52,0.27,0.119,0.985,0.566,0.961,8
2464,-0.534,0.462,0.219,0.571,2.639,0.364,1.597,0.293,1.457,0.268,1.287,0.219,8
2465,0.72,0.6,-0.298,0.473,0.201,0.331,0.256,0.391,1.753,0.247,1.353,0.214,8
2466,-0.437,0.466,-0.474,0.487,-0.038,0.342,-1.768,0.553,0.976,0.302,0.471,0.262,8
2469,-0.673,0.465,-0.682,0.499,1.254,0.301,1.156,0.281,0.183,0.382,0.534,0.252,8
2471,-0.364,0.464,0.036,0.974,-0.567,0.422,0.05,0.407,-0.976,0.562,-0.564,0.393,8
2472,-0.05,0.494,-0.869,0.439,1.952,0.321,1.392,0.298,-0.261,0.453,-0.742,0.425,8
2473,-0.269,0.477,-0.319,0.478,0.465,0.323,1.764,0.276,1.382,0.265,1.355,0.211,8
2475,-0.185,0.483,0.771,0.675,1.302,0.309,0.506,0.374,0.621,0.336,0.187,0.294,8
2476,-0.404,0.461,0.79,0.678,-0.931,0.49,-0.766,0.467,-0.276,0.451,0.215,0.287,8
2477,-0.61,0.465,0.703,0.664,1.243,0.307,0.907,0.337,0.752,0.314,0.747,0.25,8
2478,-0.122,0.976,-0.594,0.47,0.169,0.983,-0.066,0.956,0.666,0.328,0.122,0.294,8
2479,0.104,0.494,-0.521,0.477,0.397,0.305,0.221,0.4,0.286,0.366,-0.169,0.325,8
2480,-1.02,0.447,0.777,0.676,0.129,0.344,0.789,0.335,-0.597,0.485,-0.709,0.414,8
2481,-0.46,0.976,-1.904,0.508,0.144,0.985,0.55,0.955,-0.107,0.435,0.892,0.233,8
2482,0.836,0.619,0.084,0.528,-0.014,0.353,-0.444,0.437,1.688,0.256,0.915,0.232,8
2483,-0.065,0.485,0.781,0.677,1.021,0.302,-0.021,0.408,0.712,0.322,0.255,0.28,8
2485,0.367,0.539,-0.569,0.494,-0.672,0.445,0.652,0.364,-0.415,0.475,0.81,0.236,8
2486,0.463,0.565,-0.324,0.493,2.018,0.328,0.819,0.351,0.829,0.304,0.431,0.272,8
2487,0.956,0.644,-0.176,0.51,-1.284,0.566,0.241,0.401,0.333,0.356,0.76,0.251,8
2489,0.142,0.98,0.821,0.689,0.056,0.984,-0.21,0.957,0.771,0.318,0.065,0.303,8
2490,0.064,0.499,-0.658,0.491,0.717,0.297,1.277,0.275,0.621,0.334,0.412,0.267,8
2491,0.12,0.502,-0.878,0.467,0.088,0.34,1.076,0.288,-0.342,0.461,0.343,0.274,8
2492,1.04,0.657,0.917,0.702,-0.488,0.411,-1.295,0.503,-0.171,0.43,0.064,0.287,8
2493,0.802,0.614,-0.833,0.475,-0.619,0.417,0.33,0.395,0.336,0.362,0.776,0.247,8
2494,0.771,0.609,0.84,0.688,0.642,0.296,-0.224,0.41,0.257,0.383,0.609,0.244,8
2495,0.225,0.511,0.882,0.695,1.299,0.309,0.256,0.399,-0.176,0.427,-0.978,0.467,8
2496,-1.144,0.443,0.255,0.556,1.309,0.301,0.907,0.338,0.119,0.39,-0.383,0.357,8
2497,-0.049,0.488,0.372,0.589,-0.008,0.354,0.056,0.403,-0.283,0.442,-0.723,0.418,8
2498,0.432,0.545,-0.351,0.471,-0.574,0.396,-0.506,0.421,-0.165,0.441,0.715,0.247,8
2499,-0.021,0.479,-1.053,0.534,-1.162,0.529,-0.972,0.46,-0.535,0.495,0.23,0.284,8
2500,1.173,0.686,0.506,0.607,-1.488,0.606,-0.671,0.427,-1.468,0.672,-1.44,0.6,8
2501,0.742,0.604,-0.564,0.454,0.349,0.313,0.134,0.403,-0.6,0.507,-1.058,0.492,8
2502,1.105,0.672,0.39,0.57,-1.495,0.605,-0.54,0.432,-0.386,0.469,0.17,0.294,8
2504,-0.239,0.471,0.885,0.696,0.611,0.31,0.351,0.389,-1.325,0.647,-1.374,0.58,8
2505,-2.417,0.49,-0.641,0.445,1.668,0.307,0.132,0.414,-1.131,0.624,-1.318,0.563,8
2507,0.869,0.625,-0.392,0.488,-0.144,0.372,-0.905,0.463,1.132,0.287,0.284,0.279,8
2508,0.434,0.546,0.07,0.527,-0.478,0.4,-0.299,0.433,0.846,0.3,0.954,0.235,8
2509,-0.178,0.483,-0.715,0.452,0.554,0.321,0.716,0.352,-1.046,0.576,-0.786,0.428,8
2510,0.139,0.519,0.787,0.678,1.95,0.314,1.094,0.291,-0.252,0.452,0.34,0.278,8
2511,-1.934,0.449,-1.251,0.48,1.099,0.311,-0.324,0.415,2.103,0.245,0.895,0.231,8
2512,-0.643,0.464,-0.757,0.465,-0.441,0.414,-0.29,0.417,-0.014,0.394,-0.353,0.349,8
2513,-0.942,0.453,-1.585,0.457,0.801,0.315,0.797,0.346,0.329,0.362,0.662,0.249,8
2515,0.356,0.984,0.957,0.714,-0.303,0.989,-0.382,0.976,-1.375,0.664,-1.451,0.61,8
2516,-0.845,0.455,0.407,0.594,1.283,0.304,0.542,0.373,0.784,0.309,-0.447,0.37,8
2517,1.314,0.713,1.081,0.734,-1.216,0.515,-2.214,0.61,-1.372,0.677,-1.712,0.659,8
2518,-1.882,0.441,-2.398,0.561,2.396,0.342,-1.235,0.507,1.453,0.267,1.039,0.228,8
2519,1.24,0.702,-0.201,0.492,-1.73,0.655,-1.942,0.576,-0.29,0.985,-0.497,0.965,8
2520,0.887,0.628,0.884,0.696,0.162,0.326,-0.586,0.423,0.437,0.348,0.124,0.297,8
2521,0.54,0.557,0.174,0.574,-0.751,0.454,-0.82,0.452,-1.222,0.623,-1.207,0.534,8
2522,-0.421,0.462,-0.637,0.492,-0.223,0.388,0.142,0.403,-0.644,0.508,-0.516,0.389,8
2523,0.969,0.643,0.952,0.708,-0.315,0.366,-0.476,0.439,-0.878,0.548,-0.563,0.38,8
2524,1.072,0.663,0.055,0.526,-0.774,0.46,-1.414,0.499,0.164,0.371,-0.917,0.452,8
2525,-0.193,0.479,-0.151,0.502,0.765,0.314,0.086,0.407,-0.371,0.47,-0.567,0.388,8
2526,0.634,0.568,0.988,0.715,-0.626,0.415,-1.8,0.549,-0.953,0.586,-1.46,0.586,8
2527,0.064,0.906,-0.274,0.668,-0.019,0.359,-0.323,0.417,-0.205,0.441,-0.807,0.436,8
2529,0.612,0.587,0.064,0.984,1.252,0.303,0.45,0.387,0.153,0.985,0.029,0.965,8
2530,-0.258,0.473,-1.156,0.478,-0.682,0.447,-1.602,0.522,0.457,0.342,-0.799,0.43,8
2531,0.139,0.496,0.296,0.581,0.223,0.339,0.888,0.345,-0.851,0.54,-1.057,0.496,8
2533,-0.707,0.457,-0.089,0.982,-0.08,0.344,-0.942,0.462,0.011,0.985,-0.19,0.966,8
2534,-0.357,0.466,-0.142,0.982,0.966,0.318,1.419,0.291,0.182,0.985,0.377,0.962,8
2537,0.138,0.5,0.117,0.983,-1.482,0.606,-1.492,0.538,-0.245,0.988,-0.362,0.969,8
2539,0.888,0.632,0.166,0.985,-0.503,0.403,0.136,0.406,-0.118,0.986,-0.021,0.965,8
2540,-0.336,0.47,0.71,0.665,0.787,0.308,1.246,0.309,0.193,0.376,1.183,0.225,8
2541,0.833,0.62,0.786,0.679,-0.031,0.361,0.019,0.411,1.567,0.256,1.533,0.214,8
2542,0.906,0.633,0.473,0.603,-0.648,0.449,0.296,0.393,1.43,0.263,0.891,0.236,8
2543,-0.963,0.461,-0.823,0.452,0.281,0.324,1.403,0.285,0.478,0.355,0.602,0.251,8
2544,0.604,0.566,0.138,0.57,-1.379,0.583,-0.872,0.46,0.055,0.404,-0.309,0.349,8
2545,1.368,0.729,0.965,0.711,-1.805,0.667,-2.229,0.612,0.327,0.373,0.016,0.312,8
2546,-0.765,0.451,0.018,0.536,0.31,0.329,-1.377,0.562,0.588,0.336,0.088,0.286,8
2547,0.063,0.977,-0.063,0.52,-0.074,0.985,-0.134,0.963,-0.517,0.496,-0.588,0.396,8
2548,0.016,0.491,0.236,0.538,-0.364,0.393,-1.057,0.471,-0.452,0.482,-0.353,0.354,8
2549,-0.13,0.485,-1.231,0.445,0.19,0.314,-0.296,0.413,0.736,0.308,0.048,0.306,8
2550,-0.515,0.466,-0.21,0.484,0.411,0.322,0.071,0.407,-1.289,0.641,-1.345,0.573,8
2551,0.223,0.509,-0.438,0.494,-0.179,0.375,0.036,0.504,0.061,0.399,0.07,0.296,8
2552,0.168,0.981,0.838,0.692,-0.011,0.985,-0.198,0.959,0.376,0.361,-0.116,0.326,8
2553,-0.415,0.467,-0.329,0.512,-0.593,0.409,-0.949,0.467,0.279,0.381,0.199,0.293,8
2554,0.656,0.591,0.841,0.688,0.862,0.301,1.202,0.276,0.029,0.411,0.322,0.274,8
2555,-0.457,0.903,0.357,0.714,0.715,0.311,1.839,0.267,1.246,0.276,0.736,0.249,8
2556,0.066,0.5,0.188,0.535,1.299,0.309,0.644,0.359,0.003,0.417,0.537,0.262,8
2557,1.364,0.727,1.055,0.728,-1.777,0.661,-1.804,0.556,-1.191,0.616,-1.174,0.516,8
2558,-1.499,0.443,-2.375,0.559,0.195,0.339,1.061,0.325,1.868,0.244,1.241,0.218,8
2559,-0.244,0.476,-1.919,0.485,0.28,0.901,-0.358,0.781,1.796,0.252,0.666,0.25,8
2560,1.115,0.674,0.985,0.715,-1.347,0.579,-0.028,0.412,-0.802,0.53,-0.713,0.412,8
2561,1.195,0.691,0.853,0.691,-1.508,0.61,-1.35,0.511,1.817,0.255,1.24,0.219,8
2562,-0.686,0.456,-0.912,0.476,-0.915,0.49,-0.588,0.453,0.575,0.336,0.132,0.292,8
2563,0.335,0.519,0.102,0.566,0.094,0.334,-0.743,0.444,-0.548,0.498,-0.008,0.31,8
2566,-0.3,0.975,-1.341,0.448,0.082,0.985,0.334,0.956,-0.206,0.445,0.437,0.263,8
2567,-1.009,0.454,-0.624,0.485,1.803,0.315,1.754,0.279,0.602,0.342,0.56,0.261,8
2568,0.13,0.979,0.484,0.607,-0.049,0.985,-0.165,0.96,-0.056,0.421,-0.328,0.342,8
2569,0.213,0.508,0.504,0.607,0.736,0.301,-0.34,0.42,0.195,0.378,-0.838,0.443,8
2570,0.168,0.521,-1.114,0.438,0.681,0.303,1.116,0.272,1.565,0.26,1.445,0.209,8
2571,-0.073,0.483,-0.313,0.494,-0.694,0.458,0.127,0.395,0.713,0.316,-0.089,0.311,8
2572,-0.94,0.452,-0.169,0.982,-0.159,0.376,0.08,0.419,0.03,0.985,0.104,0.965,8
2573,0.718,0.601,0.625,0.737,0.885,0.314,0.216,0.4,1.238,0.276,0.168,0.289,8
2574,0.667,0.593,-0.259,0.497,0.876,0.318,0.065,0.412,-0.18,0.429,-0.113,0.318,8
2576,-0.216,0.472,0.772,0.675,-0.121,0.383,0.619,0.373,0.189,0.38,0.461,0.268,8
2577,-1.562,0.448,0.216,0.553,1.018,0.294,1.132,0.312,0,0.4,0.089,0.298,8
2579,-0.248,0.473,0.751,0.672,0.697,0.314,-0.232,0.426,0.725,0.325,0.597,0.247,8
2581,0.524,0.537,-0.655,0.439,-1.078,0.494,-2.162,0.6,-0.484,0.475,-1.215,0.518,8
2582,-0.374,0.465,-0.085,0.982,0.614,0.317,0.095,0.392,0.11,0.985,0.037,0.964,8
2583,0.773,0.609,0.82,0.685,0.364,0.305,0.277,0.379,0.743,0.323,0.886,0.24,8
2584,-0.896,0.455,0.098,0.559,1.43,0.304,0.414,0.385,1.917,0.244,1.675,0.204,8
2587,-2.732,0.53,0.578,0.643,1.74,0.316,2.032,0.282,-0.281,0.449,0.044,0.303,8
2588,0.352,0.521,0.11,0.53,-0.111,0.363,-0.511,0.45,-0.263,0.44,-0.194,0.325,8
2590,0.172,0.505,-0.21,0.49,0.215,0.333,0.274,0.388,0.897,0.302,0.808,0.24,8
2591,0.867,0.626,0.206,0.571,-0.458,0.429,-0.329,0.441,1.672,0.255,1.98,0.203,8
2592,-0.067,0.485,-0.69,0.449,0.581,0.318,-0.887,0.476,0.44,0.355,0.956,0.232,8
2593,0.281,0.982,0.91,0.705,-0.204,0.987,-0.285,0.968,-0.778,0.538,-0.921,0.465,8
2594,0.94,0.638,0.603,0.62,-0.11,0.356,-0.511,0.42,-1.339,0.656,-1.474,0.603,8
2595,-0.587,0.453,-0.663,0.491,0.859,0.313,1.023,0.325,1.151,0.292,1.952,0.203,8
2596,0.012,0.976,0.047,0.496,-0.079,0.985,0.086,0.958,-0.431,0.476,-0.032,0.295,8
2597,1.342,0.729,0.372,0.988,-1.824,0.675,-2.269,0.627,-0.372,0.99,-0.658,0.974,8
2598,-0.33,0.465,-0.596,0.487,-0.61,0.424,-0.488,0.437,0.49,0.337,0.19,0.286,8
2600,-0.873,0.456,0.794,0.68,0.988,0.308,2.273,0.283,-1.311,0.619,-0.951,0.483,8
2601,0.919,0.636,-0.29,0.496,-0.951,0.493,-0.381,0.43,0.818,0.321,1.493,0.209,8
2605,0.005,0.489,-0.231,0.483,-0.193,0.375,-0.04,0.418,0.1,0.39,0.047,0.293,8
2607,-0.184,0.483,0.717,0.666,1.024,0.308,0.634,0.357,0.99,0.301,1.132,0.227,8
2608,0.252,0.513,-1.27,0.456,0.059,0.356,-0.268,0.423,0.492,0.346,0.271,0.278,8
2609,-1.077,0.444,-0.113,0.982,-0.895,0.492,-1.553,0.541,-0.096,0.987,-0.297,0.969,8
2611,-1.373,0.452,-0.04,0.551,1.497,0.306,-0.427,0.437,1.751,0.248,0.515,0.262,8
2612,0.572,0.579,0.005,0.556,0.763,0.311,1.404,0.28,2.123,0.245,2.11,0.203,8
2614,0.992,0.648,0.95,0.708,-0.383,0.39,-0.445,0.425,0.163,0.369,-0.649,0.401,8
2615,-0.144,0.481,-0.368,0.492,1.311,0.307,0.289,0.39,-0.208,0.435,-0.446,0.35,8
2617,-0.262,0.976,-1.028,0.47,0.052,0.985,0.376,0.956,-0.194,0.448,0.585,0.262,8
2618,0.06,0.488,0.049,0.495,-1.194,0.536,-1.763,0.547,0.483,0.35,0.156,0.289,8
2619,-0.914,0.457,-0.683,0.44,2.022,0.318,0.948,0.34,-0.652,0.517,-0.708,0.419,8
2621,-1.025,0.444,0.728,0.668,0.294,0.312,1.218,0.31,-0.469,0.477,0.079,0.3,8
2622,-0.901,0.454,-1.917,0.484,0.442,0.329,0.402,0.325,-0.375,0.462,-0.086,0.306,8
2623,0.252,0.51,0.839,0.687,-0.015,0.357,0.351,0.365,0.046,0.388,0.007,0.296,8
2625,1.219,0.695,0.322,0.563,-1.565,0.621,-1.24,0.5,-0.97,0.575,-1.29,0.549,8
2626,-1.608,0.432,-0.389,0.981,1.375,0.311,1.731,0.269,0.314,0.985,0.551,0.961,8
2628,0.72,0.602,-1.651,0.478,-0.774,0.47,1.122,0.295,-0.64,0.505,0.404,0.275,8
2629,0.513,0.554,0.421,0.596,-0.642,0.426,-0.303,0.437,-0.163,0.425,-0.906,0.455,8
2631,0.747,0.605,0.688,0.716,0.288,0.331,0.57,0.361,0.191,0.386,0.991,0.222,8
2632,0.286,0.531,-1.02,0.444,0.176,0.331,0.442,0.385,-0.21,0.435,-0.187,0.331,8
2633,1.033,0.66,0.25,0.986,-0.662,0.44,-1.257,0.511,-0.172,0.987,-0.4,0.969,8
2634,-0.323,0.47,-0.329,0.512,0.619,0.317,0.764,0.338,-0.099,0.417,0.034,0.291,8
2635,0.163,0.505,0.32,0.583,0.096,0.344,1.215,0.319,-0.021,0.412,0.654,0.25,8
2636,-0.005,0.977,0.203,0.538,-0.033,0.985,0.143,0.957,-0.048,0.423,0.325,0.277,8
2637,-0.697,0.456,-0.968,0.466,-0.713,0.448,-0.54,0.443,-0.246,0.45,-0.609,0.396,8
2638,0.517,0.557,0.143,0.984,-0.705,0.449,-0.849,0.459,-0.143,0.986,-0.247,0.967,8
2640,-1.012,0.451,-0.374,0.491,0.639,0.309,0.947,0.307,-1.322,0.638,-1.231,0.548,8
2641,0.697,0.597,0.137,0.546,0.681,0.328,0.695,0.365,-1.125,0.596,-0.97,0.475,8
2642,0.072,0.494,-0.347,0.492,-1.278,0.564,-0.846,0.443,0.254,0.368,-0.315,0.344,8
2643,-0.076,0.979,0.707,0.668,0.124,0.984,0.376,0.953,1.261,0.287,1.624,0.217,8
2644,0.105,0.51,0.854,0.69,0.28,0.338,0.131,0.397,0.146,0.386,-0.518,0.382,8
2645,0.308,0.534,0.653,0.698,0.87,0.303,0.12,0.394,0.338,0.344,0.066,0.305,8
2646,0.234,0.5,-0.053,0.497,-0.461,0.388,-0.449,0.416,-0.794,0.533,-0.355,0.346,8
2648,0.868,0.625,0.93,0.704,0.327,0.331,-0.289,0.432,0.09,0.385,-0.658,0.399,8
2649,0.872,0.628,-1.918,0.507,-1.056,0.515,-0.102,0.426,-1.381,0.649,-1.268,0.559,8
2650,0.275,0.503,0.828,0.685,-0.377,0.407,-0.852,0.472,0.277,0.381,0.332,0.273,8
2651,1.072,0.662,0.327,0.545,-0.706,0.421,-1.276,0.496,-0.628,0.52,-1.214,0.524,8
2652,-1.025,0.446,-0.507,0.452,-0.194,0.37,0.318,0.368,0.567,0.33,-0.285,0.338,8
2653,-0.009,0.488,-1.324,0.439,-0.419,0.399,-0.424,0.437,0.468,0.346,0.392,0.265,8
2654,0.159,0.497,0.861,0.691,0.383,0.316,0.515,0.376,-0.136,0.427,-0.558,0.384,8
2655,-1.809,0.449,-0.378,0.476,0.801,0.3,1.225,0.307,0.477,0.35,1.335,0.22,8
2656,1.066,0.662,1.003,0.718,-0.528,0.412,-0.918,0.482,-0.644,0.527,-1.202,0.523,8
2657,-0.549,0.457,0.664,0.657,0.336,0.305,0.672,0.324,1.933,0.244,1.573,0.203,8
2658,-0.003,0.989,0.01,0.988,-0.115,0.989,0.168,0.961,-0.654,0.517,0.026,0.31,8
2659,-2.281,0.489,-0.881,0.492,0.93,0.31,1.45,0.271,-0.32,0.445,-0.162,0.333,9
2660,0.841,0.621,0.848,0.689,-0.412,0.386,0.928,0.341,-0.07,0.422,0.76,0.248,9
2661,-0.696,0.911,-0.23,0.992,1.09,0.309,2.035,0.268,0.228,0.986,0.566,0.963,9
2662,-1.332,0.453,-0.909,0.599,0.815,0.308,-0.099,0.396,1.193,0.286,0.727,0.245,9
2663,-0.943,0.451,-0.017,0.56,-0.484,0.42,0.759,0.342,0.157,0.388,0.667,0.249,9
2664,-0.698,0.456,-0.857,0.468,-0.501,0.425,-0.906,0.46,-0.063,0.415,-0.501,0.366,9
2666,0.191,0.499,0.83,0.686,-0.483,0.396,1.186,0.278,-0.71,0.515,0.239,0.289,9
2667,-0.135,0.482,-0.173,0.974,-0.599,0.432,0.999,0.315,1.005,0.297,1.175,0.226,9
2668,0.998,0.65,0.916,0.702,-0.994,0.496,0.362,0.393,-0.349,0.449,0.06,0.304,9
2669,0.934,0.638,0.132,0.569,-0.702,0.461,-0.183,0.429,-0.02,0.418,0.149,0.301,9
2670,0.769,0.608,0.234,0.538,0.111,0.345,0.552,0.367,0.818,0.316,0.39,0.269,9
2671,0.638,0.589,0.825,0.685,1.351,0.31,0.345,0.389,0.186,0.388,0.499,0.253,9
2673,-1.178,0.455,-0.523,0.467,-0.064,0.377,1.112,0.311,0.654,0.337,1.91,0.202,9
2674,1.078,0.666,0.253,0.556,-1.188,0.536,-0.867,0.454,0.024,0.411,0.015,0.313,9
2675,0.349,0.537,-0.405,0.49,0.394,0.319,-0.425,0.444,-0.244,0.441,-0.678,0.404,9
2676,0.42,0.544,-0.533,0.471,-0.212,0.354,-0.944,0.466,0.952,0.296,0.426,0.267,9
2677,1.271,0.707,0.391,0.593,-1.714,0.65,-1.597,0.545,-1.146,0.603,-1.062,0.485,9
2678,-0.119,0.474,0.32,0.562,0.326,0.309,-0.253,0.414,-0.655,0.513,-0.168,0.329,9
2679,0.514,0.571,-1.047,0.439,0.821,0.307,1.537,0.272,0.017,0.409,0.786,0.242,9
2680,-1.22,0.454,-0.592,0.466,1.246,0.308,0.079,0.401,0.192,0.384,0.18,0.286,9
2681,-0.415,0.469,-0.948,0.438,1.398,0.307,0.662,0.335,0.036,0.406,0.261,0.28,9
2682,-0.233,0.478,-1.078,0.471,0.533,0.314,0.036,0.402,0.894,0.31,1.046,0.232,9
2683,-1.096,0.447,-0.2,0.509,0.879,0.311,0.766,0.354,0.854,0.309,1.452,0.217,9
2684,-0.759,0.457,-0.142,0.982,-0.016,0.361,0.142,0.379,0.042,0.985,0.101,0.964,9
2686,-0.389,0.469,-1.281,0.443,-0.268,0.383,0.287,0.376,1.014,0.295,0.215,0.28,9
2687,0.297,0.532,-0.832,0.469,0.165,0.314,0.307,0.382,-0.687,0.515,-0.085,0.319,9
2688,-0.788,0.455,-1.237,0.481,0.067,0.325,-0.26,0.43,-0.519,0.491,-0.278,0.347,9
2689,1.001,0.649,0.559,0.614,-0.609,0.402,-0.654,0.438,-0.472,0.475,-0.472,0.374,9
2690,0.208,0.507,0.331,0.563,0.098,0.34,0.529,0.329,-0.267,0.448,-0.057,0.309,9
2691,-0.422,0.467,-0.826,0.44,-0.582,0.403,-1.155,0.473,-0.164,0.436,-0.197,0.335,9
2692,-0.554,0.465,-0.355,0.525,0.628,0.302,-0.401,0.431,0.874,0.307,1.12,0.231,9
2693,-0.075,0.488,-1.078,0.439,1.189,0.306,1.223,0.47,1.24,0.268,1.877,0.206,9
2694,0.7,0.598,0.092,0.565,0.474,0.319,0.514,0.372,0.107,0.394,0.503,0.248,9
2695,0.821,0.617,0.035,0.523,-0.134,0.371,-0.198,0.406,1.215,0.29,1.146,0.229,9
2697,0.364,0.92,0.113,0.993,-0.715,0.456,-0.794,0.461,-0.136,0.988,-0.219,0.969,9
