ff_id,SC15,SC15_SE,SC9,SC9_SE,Int15,Int15_SE,Ext15,Ext15_SE,Int9,Int9_SE,Ext9,Ext9_SE,city
2698,0.709,0.599,0.868,0.693,1.318,0.302,-0.287,0.416,0.671,0.334,-0.151,0.319,9
2699,-0.297,0.47,0.053,0.982,-1.192,0.533,-2.026,0.594,-0.189,0.987,-0.478,0.971,9
2700,0.476,0.55,0.903,0.699,0.131,0.315,-0.992,0.46,-0.262,0.452,-0.63,0.395,9
2701,-0.924,0.449,0.685,0.661,1.153,0.303,0.987,0.293,0.339,0.36,0.701,0.25,9
2703,0.361,0.538,-0.488,0.497,0.217,0.312,-0.858,0.451,0.436,0.356,0.563,0.255,9
2704,-0.35,0.465,0.298,0.58,-0.125,0.402,-0.403,0.444,-0.116,0.431,0.584,0.26,9
2706,-0.878,0.462,-1.373,0.531,0.101,0.35,-0.607,0.446,0.009,0.411,-0.343,0.35,9
2707,-0.135,0.481,0.445,0.599,0.19,0.335,0.26,0.398,-0.089,0.541,0.087,0.37,9
2708,-0.671,0.447,0.773,0.676,-0.702,0.449,0.978,0.275,-0.079,0.413,-0.06,0.318,9
2710,0.032,0.978,0.229,0.576,0.237,0.983,-0.331,0.956,1.501,0.274,0.098,0.295,9
2711,-0.406,0.463,-0.338,0.501,-0.084,0.339,1.17,0.31,1.325,0.276,2.57,0.203,9
2712,0.662,0.592,-1.479,0.455,0.233,0.335,0.426,0.373,-0.428,0.465,-0.377,0.362,9
2713,-0.4,0.464,-0.146,0.531,0.236,0.332,0.087,0.403,0.374,0.35,-0.131,0.314,9
2715,-0.533,0.466,0.009,0.535,0.429,0.31,-0.02,0.4,0.202,0.388,0.633,0.255,9
2716,0.13,0.98,0.818,0.688,-0.011,0.985,-0.08,0.957,0.392,0.357,0.153,0.298,9
2717,-1.353,0.459,-1.067,0.476,3.103,0.434,0.885,0.346,0.097,0.402,0.149,0.295,9
2719,0.327,0.515,0.941,0.706,0.338,0.317,-1.367,0.502,-0.804,0.557,-1.396,0.566,9
2720,-1.617,0.46,0.777,0.677,-0.269,0.392,0.208,0.393,-1.395,0.653,-1.321,0.571,9
2721,0.172,0.981,0.843,0.693,-0.069,0.985,-0.131,0.96,0.042,0.412,-0.145,0.337,9
2722,0.788,0.612,0.923,0.703,0.528,0.325,0.316,0.396,-0.669,0.513,-0.62,0.396,9
2723,0.491,0.552,0.908,0.7,-0.316,0.374,-0.269,0.423,-0.288,0.445,-0.646,0.404,9
2724,0.316,0.505,-0.242,0.498,-1.29,0.566,-0.464,0.415,-0.476,0.482,-0.643,0.407,9
2725,0.283,0.515,0.832,0.686,0.129,0.338,0.949,0.335,-0.354,0.462,0.161,0.29,9
2726,0.561,0.56,0.187,0.575,-0.944,0.475,-0.681,0.463,-1.396,0.661,-1.432,0.596,9
2728,-0.125,0.976,-0.602,0.484,-0.01,0.985,0.181,0.958,-0.369,0.47,0.118,0.299,9
2729,0.578,0.562,-0.078,0.507,-0.991,0.507,-1.152,0.49,-0.99,0.584,-1.308,0.554,9
2730,-0.021,0.474,0.731,0.668,-1.241,0.556,-0.493,0.432,1.617,0.259,1.551,0.208,9
2731,0.394,0.542,0.947,0.708,0.541,0.321,-0.057,0.406,-1.311,0.65,-1.443,0.595,9
2732,0.315,0.534,-0.759,0.452,-0.001,0.353,0.399,0.387,-0.019,0.415,0.128,0.292,9
2733,-0.079,0.488,-1.372,0.467,1.289,0.304,1.239,0.313,1.424,0.266,1.07,0.238,9
2734,0.897,0.631,0.866,0.693,-0.103,0.378,-0.393,0.445,0.165,0.385,0.521,0.26,9
2735,-0.131,0.977,-0.048,0.52,-0.026,0.985,0.448,0.955,-0.082,0.434,0.953,0.24,9
2736,0.268,0.511,0.771,0.675,-0.189,0.364,-0.081,0.406,1.002,0.298,1.111,0.234,9
2737,-1.076,0.44,0.164,0.547,0.414,0.313,0.25,0.39,-0.612,0.508,-1.038,0.488,9
2738,0.525,0.572,-0.543,0.446,1.562,0.312,0.58,0.367,0.345,0.367,0.162,0.293,9
2739,-1.945,0.476,-1.101,0.452,0.361,0.341,0.062,0.405,0.268,0.373,0.643,0.243,9
2740,-0.921,0.45,-0.902,0.459,0.188,0.348,1.495,0.276,0.434,0.355,1.654,0.201,9
2741,0.173,0.498,-0.6,0.483,-0.739,0.452,0.6,0.351,-0.289,0.453,0.585,0.253,9
2742,-1.59,0.451,-0.362,0.982,1.588,0.311,1.005,0.328,0.331,0.985,0.349,0.962,9
2743,0.803,0.614,0.865,0.692,0.208,0.318,0.382,0.384,0.052,0.407,0.313,0.268,9
2744,-0.183,0.469,0.762,0.674,0.094,0.362,1.008,0.324,0.397,0.351,0.598,0.249,9
2745,-0.47,0.462,-0.136,0.486,0.91,0.293,0.488,0.361,0.55,0.333,-0.144,0.329,9
2746,-0.629,0.457,-1.082,0.466,0.892,0.3,-0.123,0.424,-0.696,0.527,-0.979,0.475,9
2747,-0.865,0.455,0.38,0.591,0.964,0.308,1.252,0.275,-0.133,0.427,0.298,0.274,9
2748,-0.191,0.479,0.778,0.677,0.537,0.322,1.093,0.329,-0.077,0.414,0.276,0.28,9
2750,-0.241,0.478,-0.337,0.493,1.235,0.309,-0.155,0.426,0.621,0.329,0.12,0.292,9
2751,-0.63,0.465,0.774,0.676,1.677,0.317,0.882,0.336,-0.758,0.53,-0.392,0.364,9
2752,0.477,0.552,0.255,0.54,-1.176,0.545,0.857,0.338,-0.9,0.543,-0.095,0.325,9
2753,0.236,0.527,-0.135,0.513,0.439,0.324,1.19,0.301,0.315,0.373,1.151,0.23,9
2754,0.018,0.497,-0.352,0.5,1.127,0.301,1.341,0.287,0.375,0.362,1.13,0.228,9
2755,-0.13,0.977,-1.057,0.483,-0.045,0.986,0.059,0.963,-0.879,0.554,-0.498,0.385,9
2756,-0.52,0.9,-0.852,0.456,1.269,0.305,-0.026,0.403,-0.209,0.439,0.01,0.303,9
2757,-0.131,0.984,-0.649,0.495,0.074,0.995,0.07,0.996,0.085,0.993,0.106,0.99,9
2758,-0.383,0.467,0.179,0.549,-0.805,0.457,-0.726,0.446,-0.444,0.478,-0.152,0.326,9
2759,0.03,0.491,-0.076,0.496,-0.62,0.408,-1.173,0.487,0.268,0.376,-0.009,0.311,9
2761,-1.128,0.456,-0.22,0.982,0.151,0.326,0.339,0.386,0.089,0.985,0.179,0.964,9
2762,-1.111,0.444,0.657,0.656,1.235,0.311,1.206,0.268,0.239,0.385,0.949,0.237,9
2763,0.117,0.496,0.588,0.686,0.454,0.337,0.481,0.381,0.782,0.315,0.861,0.24,9
2764,-2.002,0.439,-0.409,0.509,0.897,0.311,1.099,0.324,-0.603,0.527,0.092,0.337,9
2765,-1.825,0.45,-0.359,0.473,1.494,0.308,1.006,0.316,-0.223,0.433,-0.069,0.318,9
2766,0.705,0.598,-0.596,0.44,0.323,0.325,0.04,0.406,0.792,0.315,0.816,0.249,9
2767,0.521,0.556,0.452,0.6,-0.721,0.453,-0.204,0.431,-1.414,0.66,-1.391,0.587,9
2768,0.571,0.563,-0.794,0.439,-1.481,0.602,-1.057,0.476,-0.579,0.499,-0.403,0.368,9
2769,0.316,0.534,-0.782,0.444,-0.501,0.41,0.864,0.301,0.831,0.321,1.594,0.211,9
2770,0.341,0.506,0.294,0.543,-1,0.502,-0.965,0.484,-1.239,0.626,-1.215,0.536,9
2771,-0.508,0.466,-0.491,0.462,-0.081,0.373,0.045,0.38,0.733,0.31,0.635,0.255,9
2772,0.017,0.503,0.855,0.69,0.533,0.315,1.409,0.274,-0.82,0.534,-0.64,0.406,9
2773,-0.138,0.474,0.455,0.6,0.167,0.346,0.817,0.324,-0.022,0.408,-0.171,0.318,9
2774,0.376,0.541,-2.209,0.542,-0.889,0.484,-0.315,0.427,-0.016,0.404,0.142,0.288,9
2775,-1.129,0.449,-0.574,0.454,-0.093,0.378,0.2,0.392,1.79,0.254,1.355,0.221,9
2776,-0.359,0.975,-0.945,0.454,0.245,0.983,0.474,0.952,1.052,0.297,1.486,0.213,9
2777,-0.03,0.489,0.095,0.565,-0.614,0.437,0.329,0.382,-0.854,0.539,-0.248,0.34,9
2779,1.08,0.667,1.026,0.723,-1.269,0.565,0.486,0.375,-1.546,0.672,-1.324,0.576,9
2780,-0.302,0.47,0.161,0.533,0.51,0.327,0.745,0.34,0.961,0.294,0.773,0.243,9
2781,-0.727,0.45,0.721,0.667,1.021,0.314,0.144,0.387,1.191,0.284,0.286,0.277,9
2782,0.98,0.649,0.223,0.986,-0.554,0.407,-0.864,0.436,-0.147,0.986,-0.294,0.966,9
2784,0.112,0.502,-1.803,0.48,0.415,0.328,-0.666,0.431,1.359,0.276,1.444,0.214,9
2785,1.235,0.701,0.892,0.698,-1.74,0.651,-1.41,0.526,0.167,0.388,0.968,0.216,9
2786,-0.157,0.906,-2.275,0.55,-0.54,0.405,-0.118,0.427,1.735,0.254,0.801,0.244,9
2787,1.095,0.669,0.929,0.704,-1.063,0.512,-0.824,0.469,-0.598,0.503,0.106,0.296,9
2789,-0.2,0.976,-0.748,0.475,0.245,0.983,0.027,0.954,1.063,0.312,0.519,0.258,9
2790,-0.625,0.46,0.282,0.559,-0.443,0.407,-0.729,0.457,-0.141,0.437,0.172,0.289,9
2791,-0.869,0.455,0.033,0.558,1.442,0.309,0.327,0.39,-0.032,0.419,-0.417,0.362,9
2792,0.154,0.492,0.968,0.711,-1.555,0.617,-1.706,0.547,-1.42,0.675,-1.578,0.63,9
2793,-0.284,0.479,-0.036,0.974,-0.535,0.449,-0.626,0.498,0.403,0.347,-0.018,0.308,9
2794,-1.185,0.458,-2.356,0.557,0.394,0.335,1.348,0.298,0.5,0.354,1.361,0.218,9
2795,0.969,0.646,-0.972,0.438,-1.368,0.582,-0.288,0.418,-0.171,0.427,0.036,0.298,9
2796,-1.367,0.459,0.743,0.671,1.585,0.312,0.905,0.339,-0.345,0.454,-0.947,0.464,9
2797,-0.76,0.456,-0.553,0.47,-0.491,0.404,0.647,0.357,0.02,0.404,0.364,0.283,9
2798,-0.179,0.976,-0.555,0.472,0.346,0.983,-0.099,0.954,1.76,0.249,0.64,0.26,9
2799,0.233,0.908,0.843,0.691,-0.402,0.412,-0.059,0.388,-0.619,0.505,0.116,0.298,9
2800,1.079,0.665,0.858,0.691,-0.704,0.442,-1.673,0.538,0.929,0.307,0.998,0.233,9
2801,-1.527,0.459,-0.283,0.481,1.528,0.3,0.623,0.369,3.704,0.259,2.703,0.2,9
2802,0.719,0.601,0.902,0.699,0.99,0.312,0.424,0.388,0.021,0.407,-0.584,0.385,9
2804,0.449,0.525,0.507,0.607,-1.352,0.578,-1.054,0.474,0.555,0.339,-0.148,0.334,9
2805,0.442,0.562,-1.921,0.485,1.232,0.313,0.888,0.346,1.394,0.272,1.495,0.215,9
2806,-1.685,0.457,-0.286,0.504,0.034,0.352,-1.646,0.545,-0.672,0.519,-0.469,0.352,9
2807,-1.452,0.43,0.206,0.571,0.342,0.324,0.16,0.403,-1.184,0.612,-1.103,0.511,9
2808,0.57,0.578,-0.806,0.468,0.971,0.303,0.888,0.342,0.505,0.331,0.125,0.287,9
2809,0.875,0.629,0.264,0.978,-0.029,0.363,-0.203,0.43,-0.278,0.443,-0.92,0.473,9
2810,1.334,0.722,0.493,0.605,-1.752,0.698,-2.205,0.614,-0.968,0.572,-0.867,0.44,9
2811,0.669,0.593,-0.6,0.502,0.7,0.323,0.104,0.389,0.357,0.36,-0.007,0.301,9
2812,-0.466,0.464,-0.045,0.518,2.632,0.358,2.139,0.279,-0.689,0.516,-0.153,0.321,9
2813,-1,0.453,-0.644,0.475,1.868,0.312,0.946,0.337,1.685,0.252,1.201,0.224,9
2814,0.031,0.492,-0.95,0.439,-1.006,0.495,-0.806,0.448,-1.352,0.652,-1.38,0.583,9
2815,-0.075,0.487,-0.356,0.584,0.103,0.326,-0.346,0.416,-0.393,0.472,-0.692,0.408,9
2816,0.742,0.604,0.473,0.603,1.042,0.31,-0.873,0.464,0.905,0.299,0.478,0.257,9
2817,0.919,0.635,0.522,0.609,-0.546,0.412,0.139,0.406,0.103,0.401,0.05,0.303,9
2818,-2.376,0.477,-0.84,0.481,1.556,0.305,1.238,0.271,-0.56,0.495,-0.443,0.367,9
2819,-0.3,0.476,0.067,0.527,1.494,0.308,1.173,0.278,-0.54,0.493,-0.278,0.347,9
2820,-1.652,0.45,-0.19,0.5,0.637,0.297,0.518,0.365,-1.294,0.637,-1.275,0.557,9
2821,-0.212,0.472,0.862,0.691,-0.173,0.358,1.256,0.294,-0.724,0.518,-0.944,0.472,9
2823,-1.137,0.443,-0.929,0.47,1.275,0.303,0.594,0.347,0.443,0.356,0.381,0.265,9
2824,0.157,0.52,-0.274,0.496,-1.638,0.632,-2.022,0.587,0.028,0.406,0.246,0.275,9
2825,-0.015,0.49,0.887,0.696,-0.161,0.375,0.072,0.393,-1.142,0.596,-0.954,0.465,9
2826,0.06,0.977,0.225,0.54,-0.059,0.985,-0.028,0.959,-0.232,0.445,-0.154,0.321,9
2827,-0.152,0.48,0.241,0.574,-1.142,0.527,-1.276,0.509,-0.018,0.408,0.129,0.293,9
2828,-0.031,0.487,-0.938,0.439,-0.601,0.433,0.471,0.357,-0.305,0.46,1.03,0.219,9
2829,-0.273,0.976,-0.499,0.488,0.144,0.983,0.506,0.953,0.705,0.325,1.439,0.215,9
2830,-1.75,0.44,0.126,0.562,1.684,0.313,-0.585,0.43,0.44,0.354,-0.023,0.31,9
2832,0.12,0.495,0.307,0.561,0.47,0.31,0.193,0.395,-0.23,0.448,0.358,0.27,9
2833,-1.1,0.443,-0.218,0.5,0.177,0.332,1.325,0.284,-0.215,0.439,0.178,0.286,9
2835,0.226,0.509,0.825,0.685,0.335,0.316,0.163,0.397,0.423,0.356,0.091,0.294,9
2836,-0.187,0.469,-0.274,0.482,0.063,0.334,-0.089,0.388,0.482,0.368,1.112,0.227,9
2837,0.043,0.493,0.053,0.524,-0.933,0.516,-0.677,0.447,-0.014,0.412,-0.088,0.311,9
2838,0.519,0.557,-1.154,0.444,-1.402,0.587,-0.851,0.47,0.196,0.378,0.275,0.284,9
2839,0.453,0.549,-0.901,0.464,-1.014,0.506,-0.152,0.414,-0.067,0.413,0.061,0.307,9
2840,0.088,0.509,-1.73,0.465,-0.96,0.492,-0.431,0.407,2.302,0.237,2.309,0.199,9
2842,-0.233,0.478,-2.34,0.555,0.238,0.332,1.672,0.286,0.897,0.313,2.251,0.2,9
2843,0.105,0.495,-0.266,0.487,0.056,0.339,0.647,0.367,0.831,0.322,1.123,0.23,9
2844,1.038,0.659,-0.459,0.503,-1.362,0.581,-0.846,0.449,1.528,0.261,0.837,0.247,9
2845,-0.078,0.487,-0.967,0.438,-0.606,0.442,-0.13,0.427,0.949,0.309,1.359,0.22,9
2846,0.422,0.524,0.161,0.983,-1.007,0.499,-1.589,0.542,-0.194,0.987,-0.427,0.97,9
2847,0.215,0.508,0.777,0.676,-0.08,0.354,0.913,0.326,0.676,0.321,0.896,0.24,9
2848,-0.257,0.477,0.348,0.587,1.062,0.309,0.76,0.334,1.701,0.258,1.625,0.211,9
2849,-0.273,0.48,-0.195,0.477,1.641,0.31,0.616,0.365,1.478,0.269,1.095,0.225,9
2850,-0.929,0.452,-0.158,0.512,0.062,0.34,-0.185,0.413,1.157,0.274,0.183,0.284,9
2851,-1.144,0.454,-0.719,0.497,-1.157,0.542,-0.955,0.482,1.738,0.244,1.409,0.216,9
2853,0.107,0.977,0.076,0.498,-0.125,0.986,-0.158,0.964,-0.752,0.533,-0.746,0.42,9
2854,0.772,0.609,-0.401,0.458,-0.604,0.422,1.269,0.271,-0.707,0.514,0.27,0.283,9
2855,0.775,0.589,0.951,0.708,-1.761,0.656,-2.162,0.604,-0.519,0.492,-0.491,0.358,9
2857,0.254,0.528,0.072,0.602,0.783,0.317,0.609,0.37,-0.525,0.492,0.231,0.282,9
2858,0.465,0.549,-0.222,0.462,-0.759,0.452,-0.064,0.415,-0.647,0.504,-0.507,0.375,9
2859,-0.131,0.473,0.784,0.678,-0.857,0.472,0.111,0.401,0.449,0.355,0.515,0.261,9
2860,0.309,0.533,0.091,0.53,0.416,0.308,0.492,0.381,0.044,0.981,0.084,0.958,9
2861,0.222,0.509,0.728,0.668,-0.509,0.428,1.23,0.291,0.912,0.31,1.801,0.209,9
2862,-0.877,0.461,0.281,0.578,-1.159,0.542,-0.374,0.423,0.262,0.376,0.394,0.271,9
10197,-0.797,0.457,-0.16,0.982,0.444,0.297,0.157,0.413,0.11,0.985,0.094,0.965,9
2865,-0.148,0.473,0.147,0.532,0.164,0.339,0.258,0.392,1.617,0.259,1.368,0.215,9
2866,-1.34,0.456,-1.681,0.469,0.163,0.353,-0.05,0.401,0.95,0.306,1.615,0.209,9
2867,-0.001,0.99,-0.011,0.988,0.091,0.988,-0.123,0.964,0.518,0.416,0,0.381,9
2869,0.956,0.642,0.183,0.549,-0.927,0.479,-0.478,0.413,0.759,0.318,1.47,0.209,9
2870,1.136,0.677,0.933,0.705,-1.153,0.525,-0.935,0.456,0.326,0.366,-0.016,0.308,9
2871,0.317,0.506,0.366,0.589,-1.309,0.569,-0.22,0.425,-0.23,0.444,0.196,0.291,9
2872,0.112,0.496,0.522,0.609,-1.379,0.583,-0.673,0.455,-1.049,0.577,-0.708,0.421,9
2874,-0.036,0.473,0.01,0.511,-0.783,0.461,-1.296,0.502,-0.002,0.42,-0.076,0.313,9
2875,-0.847,0.455,-1.018,0.474,0.893,0.311,0.143,0.37,-1.172,0.636,-1.291,0.56,9
2876,-0.162,0.473,0.336,0.585,0.628,0.322,0.287,0.377,-0.16,0.425,-0.21,0.33,9
2877,0.132,0.498,-0.029,0.982,-0.456,0.417,1.614,0.275,-0.045,0.986,0.434,0.961,9
2878,-0.109,0.476,0.005,0.982,0.417,0.327,-0.872,0.475,0.051,0.985,-0.237,0.967,9
2880,-1.095,0.46,-0.277,0.487,0.47,0.329,0.629,0.368,0.381,0.364,1.222,0.218,9
2881,0.204,0.525,0.802,0.681,1.71,0.31,0.545,0.376,0.66,0.327,0.111,0.292,9
2882,0.926,0.636,-1.075,0.474,-0.767,0.423,-0.863,0.477,-0.608,0.505,-0.624,0.396,9
2883,-0.122,0.485,-0.211,0.49,0.584,0.297,-0.503,0.436,0.816,0.308,0.41,0.272,9
2884,0.555,0.56,0.882,0.695,-0.963,0.494,-0.201,0.417,0.418,0.351,-0.111,0.322,9
2885,0.354,0.521,0.807,0.682,0.314,0.303,-1.096,0.478,0.421,0.37,0.658,0.256,9
2886,0.999,0.65,-0.7,0.44,-1.147,0.528,-0.818,0.429,0.135,0.397,-0.043,0.313,9
2889,1.135,0.676,1.016,0.721,-0.931,0.482,-0.91,0.456,-0.735,0.519,-1.209,0.523,9
2890,-1.761,0.457,-1.245,0.438,0.861,0.302,1.296,0.276,1.078,0.293,1.718,0.208,9
2891,-0.008,0.977,-0.08,0.497,-0.027,0.985,0.031,0.959,-0.206,0.447,-0.053,0.32,9
2892,-0.827,0.455,0.722,0.667,0.908,0.308,0.782,0.346,0.243,0.371,0.259,0.283,9
2893,-0.222,0.472,-0.129,0.494,-0.589,0.429,0.541,0.328,0.435,0.35,1.22,0.222,9
2894,0.942,0.64,0.228,0.538,-0.969,0.492,0.117,0.414,1.03,0.281,1.021,0.221,9
2895,-0.12,0.482,0.029,0.563,0.263,0.325,1.944,0.267,-0.111,0.422,0.513,0.266,9
2896,0.409,0.544,-1.011,0.474,-0.934,0.489,0.271,0.398,0.198,0.388,0.411,0.274,9
2897,0.234,0.509,0.745,0.671,0.021,0.327,0.101,0.387,1.428,0.264,1.393,0.212,9
2898,1.089,0.669,-0.002,0.522,-1.362,0.582,-0.57,0.443,-0.139,0.419,-0.678,0.409,9
2901,-0.716,0.464,0.001,0.555,1.91,0.317,1.677,0.279,0.641,0.332,0.334,0.282,9
2903,0.24,0.98,0.534,0.614,-0.142,0.986,-0.384,0.97,-0.647,0.519,-1.129,0.515,9
2904,-0.936,0.451,-1.197,0.472,-0.72,0.45,-0.172,0.412,0.272,0.376,0.861,0.229,9
2906,-0.377,0.468,-0.354,0.507,-1.008,0.504,-1.077,0.465,1.067,0.29,0.541,0.26,9
2907,0.665,0.592,0.321,0.563,0.34,0.323,1.534,0.27,0.187,0.38,0.68,0.248,9
2908,0.601,0.547,0.544,0.612,-1.657,0.635,-1.623,0.53,-0.806,0.538,-0.409,0.36,9
2909,1.164,0.684,0.935,0.706,-1.475,0.602,-0.674,0.435,-0.016,0.416,0.09,0.302,9
2911,0.04,0.904,0.834,0.689,0.21,0.317,0.143,0.381,-0.28,0.44,-0.189,0.335,9
2912,0.932,0.637,-0.284,0.509,-0.593,0.42,-0.613,0.449,-0.072,0.42,-0.268,0.337,9
2913,0.549,0.559,-0.428,0.504,-1.04,0.501,-1.064,0.478,-0.128,0.427,-0.635,0.398,9
2914,0.273,0.525,0.777,0.677,-0.961,0.501,-1.376,0.517,1.567,0.258,1.149,0.221,9
2915,0.147,0.505,-0.975,0.488,0.81,0.403,0.408,0.383,2.285,0.237,1.383,0.22,9
2916,0.909,0.633,1.006,0.719,0.516,0.318,-0.973,0.48,-1.264,0.653,-1.588,0.626,9
2917,0.769,0.608,-0.347,0.478,0.191,0.336,0.062,0.402,-0.955,0.563,-0.704,0.414,9
2918,-1.35,0.461,0.226,0.554,-0.143,0.379,0.28,0.397,0.159,0.388,0.405,0.272,9
2919,0.95,0.64,-0.534,0.471,-0.627,0.418,-1.072,0.466,-0.272,0.458,-0.284,0.341,9
2920,0.017,0.977,-0.491,0.474,-0.121,0.987,-0.093,0.966,-1.049,0.585,-0.845,0.445,9
2922,-0.445,0.466,0.239,0.574,-0.182,0.352,-0.383,0.409,-0.791,0.534,-0.379,0.36,9
2923,-0.501,0.466,-0.123,0.479,0.294,0.32,0.017,0.388,-0.627,0.518,-1.069,0.495,9
2924,1.222,0.7,0.327,0.987,-1.375,0.571,-1.934,0.575,-0.296,0.988,-0.573,0.972,9
2925,-0.132,0.485,0.771,0.675,0.525,0.301,0.72,0.346,0.092,0.391,0.491,0.26,9
2926,0.36,0.538,0.854,0.69,0.364,0.328,0.659,0.323,0.662,0.304,-0.295,0.342,9
2927,-1.894,0.462,-2.356,0.557,0.203,0.34,0.485,0.381,-0.252,0.449,0.541,0.261,9
2928,0.023,0.486,0.855,0.69,-0.659,0.422,-0.982,0.462,0.223,0.377,-0.415,0.363,9
2929,0.747,0.604,0.039,0.513,0.615,0.3,-0.177,0.412,0.367,0.357,-0.222,0.353,9
2930,0.982,0.645,0.13,0.532,-0.393,0.373,-1.512,0.508,0.252,0.377,0.192,0.292,9
2931,0.661,0.591,-1.027,0.438,0.368,0.326,0.747,0.351,0.678,0.324,-0.338,0.354,9
2933,-0.548,0.465,-0.715,0.465,0.677,0.327,-0.522,0.415,1.371,0.267,0.21,0.286,9
2934,0.646,0.589,-0.578,0.469,0.596,0.306,0.153,0.401,2.617,0.237,1.883,0.204,9
2936,0.198,0.507,-0.28,0.488,-0.106,0.345,0.49,0.324,-0.215,0.442,0.147,0.298,9
2937,-1.298,0.434,0.564,0.641,0.332,0.311,1.059,0.32,2.244,0.237,2.323,0.201,9
2939,0.196,0.499,-0.924,0.509,-0.538,0.429,-0.29,0.425,0.068,0.399,-0.102,0.322,9
2940,0.332,0.506,0.063,0.526,-1.079,0.517,-0.772,0.436,-0.922,0.562,-1.214,0.531,9
2941,1.047,0.661,-0.421,0.502,-1.429,0.593,-0.875,0.472,1.165,0.287,0.932,0.235,9
2942,1.39,0.733,0.377,0.549,-1.877,0.682,-2.346,0.631,-1.403,0.679,-1.663,0.649,9
2943,1.213,0.693,0.174,0.573,-1.274,0.553,-2.012,0.571,0.518,0.346,-0.716,0.415,9
2944,-0.281,0.479,-1.544,0.455,1.003,0.295,0.854,0.332,-0.412,0.476,0.506,0.265,9
2945,-0.525,0.466,-0.461,0.452,-0.181,0.359,0.68,0.35,1.72,0.257,1.055,0.231,9
2946,-0.086,0.486,-1.102,0.444,0.152,0.34,-0.721,0.454,-1.236,0.638,-1.406,0.585,9
2947,0.219,0.5,0.014,0.512,-0.869,0.478,0.713,0.343,-0.187,0.429,0.091,0.307,9
2949,-0.231,0.468,-1.051,0.443,0.447,0.31,-0.127,0.415,0.334,0.364,0.084,0.298,9
2950,0.558,0.577,-1.563,0.462,0.754,0.322,0.677,0.364,-0.322,0.46,0.138,0.29,9
2951,0.294,0.505,0.516,0.608,-1.217,0.553,0.422,0.377,-1.02,0.562,-0.421,0.357,9
2952,-1.105,0.46,-0.215,0.526,0.467,0.321,1.19,0.331,0.293,0.368,0.716,0.254,9
2953,0.225,0.502,0.075,0.983,-0.135,0.35,-0.798,0.455,-0.045,0.985,-0.227,0.966,9
2954,-0.415,0.463,-0.074,0.982,-0.057,0.358,0.015,0.424,0.015,0.985,0.04,0.965,9
2955,1.39,0.733,0.524,0.61,-1.884,0.683,-2.307,0.626,-1.242,0.636,-1.371,0.571,9
2956,0.939,0.639,-0.451,0.549,-0.63,0.443,-0.762,0.464,-0.369,0.454,-0.463,0.366,9
2957,0.011,0.491,0.846,0.689,0.157,0.344,-1.387,0.516,-0.042,0.425,-0.38,0.356,9
2958,1.176,0.686,0.106,0.517,-1.484,0.605,-1.141,0.475,-0.388,0.474,-1.038,0.484,9
2959,-0.713,0.466,-1.426,0.455,1.821,0.312,0.961,0.337,0.015,0.399,-0.107,0.312,9
2960,-0.795,0.455,0.182,0.568,-0.007,0.353,0.935,0.324,-0.125,0.428,0.287,0.284,9
2961,0.739,0.607,0.109,0.985,0.342,0.301,0.425,0.384,0.016,0.985,0.041,0.965,9
2962,0.366,0.539,-0.912,0.443,-0.461,0.408,0.032,0.392,0.12,0.392,0.627,0.258,9
2963,0.216,0.499,-0.441,0.489,-0.383,0.381,-0.724,0.427,-0.055,0.415,0.099,0.298,9
2964,0.508,0.553,0.288,0.542,-0.473,0.405,-0.683,0.427,-0.46,0.476,-1.07,0.49,9
2965,0.529,0.573,-0.003,0.511,1.543,0.316,0.841,0.348,-0.076,0.421,0.556,0.257,9
2966,0.047,0.493,0.06,0.526,-0.983,0.496,-0.837,0.451,1.384,0.271,0.732,0.246,9
2968,0.31,0.517,-0.856,0.471,-0.283,0.387,-0.206,0.407,-0.824,0.539,-0.406,0.363,9
2969,0.934,0.64,-0.72,0.483,-1.145,0.568,-0.179,0.416,0.799,0.308,0.623,0.259,9
2970,0.435,0.546,-0.359,0.477,-0.682,0.441,0.206,0.404,-0.765,0.526,-0.574,0.388,9
2971,-0.329,0.476,-1.377,0.468,1.477,0.303,0.234,0.392,0.491,0.347,0.526,0.261,9
2972,0.058,0.494,0.074,0.983,0.292,0.336,-1.787,0.565,0.008,0.985,-0.491,0.97,9
2973,-1.21,0.452,-1.267,0.481,0.674,0.318,1.884,0.28,-0.173,0.432,-0.185,0.335,9
2974,0.179,0.498,-0.029,0.52,-0.041,0.385,-0.28,0.431,1.286,0.267,0.653,0.248,9
2976,0.158,0.98,0.831,0.69,0.014,0.985,-0.202,0.958,0.526,0.344,-0.047,0.315,9
2977,-0.13,0.976,-0.183,0.512,0.206,0.983,0.078,0.954,1.166,0.291,0.773,0.245,9
2979,0.844,0.621,0.04,0.525,-0.172,0.362,0.045,0.38,0.174,0.384,-0.203,0.326,9
2980,0.684,0.596,-1.315,0.439,-0.291,0.398,0.994,0.328,0.83,0.31,0.829,0.24,9
2981,0.955,0.641,-0.945,0.439,-0.772,0.434,-1.535,0.528,1.255,0.283,0.816,0.242,9
2982,1.022,0.655,-0.321,0.478,-1.13,0.525,-0.906,0.444,0.898,0.306,0.444,0.269,9
10182,-0.16,0.481,-0.406,0.475,1.027,0.306,0.498,0.364,0.387,0.366,1.276,0.226,9
